,Index,Company Name,Symbol,Sector,Industry
892,1459,Fairfax Fin Ser I Pr,FFH.PR.I,Financial Services,Insurance - Property & Casualty
893,1460,Fairfax Fin Ser J Pr,FFH.PR.J,Financial Services,Insurance - Property & Casualty
894,1461,Fairfax Fin Ser K Pr,FFH.PR.K,Financial Services,Insurance - Property & Casualty
895,1462,Fairfax Fin Ser M Pr,FFH.PR.M,Financial Services,Insurance - Property & Casualty
896,1463,Fairfax Fin SV USF,FFH.U,Financial Services,Insurance - Property & Casualty
897,1465,Fairfax India SV USF,FIH.U,Financial Services,Asset Management
898,1467,Fennec Pharmaceut J,FRX,Healthcare,Biotechnology
899,1469,Fidelity Cdn Div L,FCCD,,
900,1471,FidelityCdnHiQual L,FCCQ,,
901,1473,Fidelity CdnLwVol L,FCCL,,
902,1475,Fidelity Int'l Div L,FCID,,
903,1477,Fidelity IntlHiQual,FCIQ,,
904,1479,Fidelity IntlLwVol L,FCIL,,
905,1481,Fidelity US DivCur L,FCRH,,
906,1483,Fidelity US DivRtIdx,FCRR,,
907,1485,Fidelity US DivCur L,FCUH,,
908,1487,Fidelity US DivIdx L,FCUD,,
909,1489,FidelityUS HiCurNatr,FCQH,,
910,1491,FidelityUS HiQual L,FCUQ,,
911,1493,FidelityUS LowVolCur,FCLH,,
912,1495,Fidelity USlowVol Un,FCUL,,
913,1497,Fiera Capital A SV,FSZ,Financial Services,Asset Management
914,1498,Fiera Capital 5% Deb,FSZ.DB,nan,nan
915,1500,Financial 15 Splt A,FTN,Financial Services,Asset Management
916,1501,Financial 15 Splt Pr,FTN.PR.A,Financial Services,Asset Management
917,1503,Finning Int'l Inc.,FTT,Industrials,Industrial Distribution
918,1505,Firan Tech Grp Corp.,FTG,Industrials,Aerospace & Defense
919,1507,Firm Cap Mtg Invest,FC,Financial Services,Banks
920,1508,Firm Cap Mtg 4.75 Db,FC.DB.D,Financial Services,Banks
921,1509,Firm Cap Mtg 5.3% Db,FC.DB.E,Financial Services,Banks
922,1510,Firm Cap Mtg 5.5% Db,FC.DB.F,nan,nan
923,1511,Firm Cap Mtg 5.2% Db,FC.DB.G,nan,nan
924,1512,Firm Cap Mtg 5.3% Db,FC.DB.H,nan,nan
925,1513,Firm Cap Mtg 5.4% Db,FC.DB.I,nan,nan
926,1514,Firm Cap Mtg 5.5% Db,FC.DB.J,nan,nan
927,1516,First Capital Realty,FCR,Real Estate,Real Estate Services
928,1517,First Cap Rlty Rec,FCR.IR,nan,nan
929,1519,First Majestic J,FR,Basic Materials,Metals & Mining
930,1521,First Mining Gold J,FF,Basic Materials,Metals & Mining
931,1523,First Nat'l Fin Corp,FN,Financial Services,Banks
932,1524,1st Natl Fin Sr 1 Pr,FN.PR.A,Financial Services,Banks
933,1525,1st Natl Fin Sr 2 Pr,FN.PR.B,Financial Services,Banks
934,1527,First Quantum Mnrl J,FM,Basic Materials,Metals & Mining
935,1529,1st Tr AlphEmrgMktUn,FDE,,
936,1530,1st Tr AlphEmrgMktAd,FDE.A,,
937,1532,1st TrAlphDEX EU Div,EUR,,
938,1533,1st TrAlphDX EUDivAd,EUR.A,,
939,1535,1stTr AlpDEX US Dscr,FHD,,
940,1537,1stTr AlpDEX US Stpl,FHC,,
941,1538,1stTr AlpDEX USStpHg,FHC.F,,
942,1540,1stTrAlphDEX US Engy,FHE,,
943,1542,1stTr AlphDEX US Fin,FHF,,
944,1544,1stTr AlpDEX US Hlth,FHH,,
945,1545,1stTr AlpDXUSHlth Hg,FHH.F,,
946,1547,1stTr AlphDEX US Ind,FHG,,
947,1548,1stTr AlphDEX US Heg,FHG.F,,
948,1550,1stTr AlpDEX US Mtrl,FHM,,
949,1552,1stTr AlpDEX US Tech,FHQ,,
950,1553,1stTr AlpDEXUSTechHg,FHQ.F,,
951,1555,1stTr AlpDEX US Util,FHU,,
952,1557,1st Tr CdnCapStrngUn,FST,,
953,1558,1st Tr CdnCapStrngAd,FST.A,,
954,1560,1st Tr DrsyWrgtUSRot,FSR,,
955,1562,1st Tr Glb RskMngeUn,ETP,,
956,1563,1st Tr Glb RskMngeAd,ETP.A,,
957,1565,1st TrIdx InnovTrans,BLCK,,
958,1567,1st TrIntlCapStrngth,FINT,,
959,1569,1st Tr SnrLoan Cad-H,FSL,,
960,1570,1st Tr SnrLoanC-H Ad,FSL.A,,
961,1572,1st Tr ShDurHiYld Un,FSD,,
962,1573,1st Tr ShDurHiYld Ad,FSD.A,,
963,1575,1st Tr TacticlBnd Un,FTB,,
964,1577,1st Tr ValLnDivCA-Hg,FUD,,
965,1578,1st TrValLnDiCA-HgAd,FUD.A,,
966,1580,FirstService Corp.,FSV,Real Estate,Real Estate Services
967,1582,Fission Uranium J,FCU,Basic Materials,Metals & Mining
968,1584,Flaherty&CrumPref Un,FFI.UN,Financial Services,Asset Management
969,1586,Foraco Int'l SA,FAR,Basic Materials,Metals & Mining
970,1588,Forsys Metals Corp J,FSY,Basic Materials,Metals & Mining
971,1590,Fortis Inc.,FTS,Utilities,Utilities - Regulated
972,1591,Fortis Inc. 1st Pr F,FTS.PR.F,Utilities,Utilities - Regulated
973,1592,Fortis Inc. 1st Pr G,FTS.PR.G,Utilities,Utilities - Regulated
974,1593,Fortis Inc. 1st Pr H,FTS.PR.H,Utilities,Utilities - Regulated
975,1594,Fortis Inc.1st Pr I,FTS.PR.I,Utilities,Utilities - Regulated
976,1595,Fortis Inc. 1st Pr J,FTS.PR.J,Utilities,Utilities - Regulated
977,1596,Fortis Inc. 1st Pr K,FTS.PR.K,Utilities,Utilities - Regulated
978,1597,Fortis Inc. 1st Pr M,FTS.PR.M,Utilities,Utilities - Regulated
979,1599,Fortress Global Cl A,FGE,Basic Materials,Forest Products
980,1600,Frtrss Glbl 9.75% Db,FGE.DB.A,nan,nan
981,1602,Fortuna Silver Mines,FVI,Basic Materials,Metals & Mining
982,1604,Fortune Minerals J,FT,Basic Materials,Metals & Mining
983,1606,Franco-Nevada Corp.,FNV,Basic Materials,Metals & Mining
984,1608,Franklin CA AllCap,FLCD,,
985,1610,Franklin FTSE EuroUK,FLUR,,
986,1612,Franklin FTSE Japan,FLJA,,
987,1614,Franklin FTSE US Idx,FLAM,,
988,1616,Franklin LibCAInvGrd,FLCI,,
989,1618,Franklin Lbty Core,FLBA,,
990,1620,Franklin Lib Glb Bnd,FLGA,,
991,1622,Franklin LibRskCA Eq,FLRM,,
992,1624,FranklinLibSrLoanC-H,FLSL,,
993,1626,FranklinLibUS InvGrd,FLUI,,
994,1628,Franklin LbtyQT Emrg,FLEM,,
995,1630,Franklin LbtyQT Glob,FLGD,,
996,1632,Franklin LibQTIntlEq,FLDM,,
997,1634,Franklin LibQT US Eq,FLUS,,
998,1636,Freegold Ventures J,FVL,Basic Materials,Metals & Mining
999,1638,Freehold Royalties,FRU,Energy,Oil & Gas - E&P
1000,1640,Freshii Inc. Cl A SV,FRII,nan,nan
1001,1642,Frontera Energy Corp,FEC,Energy,Oil & Gas - E&P
1002,1644,Gamehost Inc.,GH,Consumer Cyclical,Travel & Leisure
1003,1646,GDI Integrated SV J,GDI,Industrials,Business Services
1004,1647,GDI Integrated 5%Deb,GDI.DB,nan,nan
1005,1649,Gear Energy Ltd.,GXE,Energy,Oil & Gas - E&P
1006,1651,GeneNews Limited J,GEN,Healthcare,Medical Diagnostics & Research
1007,1653,"General Moly, Inc.",GMO,Basic Materials,Metals & Mining
1008,1655,Genesis Land Dev,GDC,Real Estate,Real Estate Services
1009,1657,Genworth MI Canada,MIC,Financial Services,Insurance - Specialty
1010,1659,Geodrill Limited Ord,GEO,Basic Materials,Metals & Mining
1011,1661,Weston George,WN,Consumer Defensive,Retail - Defensive
1012,1662,Weston George 1 Pr,WN.PR.A,Consumer Defensive,Retail - Defensive
1013,1663,Weston George III Pr,WN.PR.C,Consumer Defensive,Retail - Defensive
1014,1664,Weston George IV Pr,WN.PR.D,Consumer Defensive,Retail - Defensive
1015,1665,Weston George V Pr,WN.PR.E,Consumer Defensive,Retail - Defensive
1016,1667,Gibson Energy Inc,GEI,Energy,Oil & Gas - Midstream
1017,1668,Gibson Energy Inc Db,GEI.DB,nan,nan
1018,1670,Gildan Activewear,GIL,Consumer Cyclical,Manufacturing - Apparel & Furniture
1019,1672,Glacier Media Inc. J,GVC,Technology,Online Media
1020,1674,GLG Life Tech Corp J,GLG,Consumer Defensive,Consumer Packaged Goods
1021,1676,Global Atomic Corp J,GLO,Basic Materials,Metals & Mining
1022,1678,Glbl Div Growers Un,GDG.UN,,
1023,1680,Glbl Div GrowSplit A,GDV,Financial Services,Asset Management
1024,1681,Glbl DivGrowSplit Pr,GDV.PR.A,Financial Services,Asset Management
1025,1683,Glbl Innovation Div,BL.UN,nan,nan
1026,1685,Glbl RlEst E-Commerc,GEC.UN,nan,nan
1027,1687,Global Tel & Util Un,HGI.UN,Financial Services,Asset Management
1028,1689,Global Water Res,GWR,Utilities,Utilities - Regulated
1029,1691,Globex Mining Ent J,GMX,Basic Materials,Metals & Mining
1030,1693,GMP Capital Inc.,GMP,Financial Services,Brokers & Exchanges
1031,1694,GMP Capital Ser B Pr,GMP.PR.B,Financial Services,Brokers & Exchanges
1032,1695,GMP Capital Ser C Pr,GMP.PR.C,Financial Services,Brokers & Exchanges
1033,1697,goeasy Ltd.,GSY,Financial Services,Credit Services
1034,1698,goeasy Ltd 5.75% Deb,GSY.DB,nan,nan
1035,1700,GoGold Resources J,GGD,Basic Materials,Metals & Mining
1036,1702,Gold Stand Venture J,GSV,Basic Materials,Metals & Mining
1037,1704,Golden Minerals J,AUMN,Basic Materials,Metals & Mining
1038,1706,Golden Queen Mng J,GQM,Basic Materials,Metals & Mining
1039,1707,Golden QueenMng Wt J,GQM.WT,nan,nan
1040,1709,Golden Star Resource,GSC,Basic Materials,Metals & Mining
1041,1711,Goldgroup Mining J,GGA,Basic Materials,Metals & Mining
1042,1713,Goldmining Inc. J,GOLD,Basic Materials,Metals & Mining
1043,1715,GoldMoney Inc.,XAU,Financial Services,Brokers & Exchanges
1044,1717,Goodfellow Inc.,GDL,Basic Materials,Forest Products
1045,1719,Goodfood Market J,FOOD,Consumer Defensive,Retail - Defensive
1046,1721,Gran Colombia Gold,GCM,Basic Materials,Metals & Mining
1047,1722,Gran Colombia Nt USF,GCM.NT.U,nan,nan
1048,1723,Gran Colombia B Wt,GCM.WT.B,Basic Materials,Metals & Mining
1049,1725,Gran Tierra Energy J,GTE,Energy,Oil & Gas - E&P
1050,1727,Granite Oil Corp. J,GXO,Energy,Oil & Gas - E&P
1051,1729,Granite Rl Est Tr Un,GRT.UN,Real Estate,REITs
1052,1731,Great Cdn Gaming,GC,Consumer Cyclical,Travel & Leisure
1053,1733,Gt Panther Mining J,GPR,Basic Materials,Metals & Mining
1054,1735,Great-West Lifeco,GWO,Financial Services,Insurance - Life
1055,1736,Gt-West Lifeco Pr F,GWO.PR.F,Financial Services,Insurance - Life
1056,1737,Gt-West Lifeco Pr G,GWO.PR.G,Financial Services,Insurance - Life
1057,1738,Gt-West Lifeco Pr H,GWO.PR.H,Financial Services,Insurance - Life
1058,1739,Gt-West Lifeco Pr I,GWO.PR.I,Financial Services,Insurance - Life
1059,1740,Gt-West Lifeco Pr L,GWO.PR.L,Financial Services,Insurance - Life
1060,1741,Gt-West Lifeco Pr M,GWO.PR.M,Financial Services,Insurance - Life
1061,1742,Gt-West Lifeco Pr N,GWO.PR.N,Financial Services,Insurance - Life
1062,1743,Gt-West Lifeco Pr O,GWO.PR.O,Financial Services,Insurance - Life
1063,1744,Gt-West Lifeco Pr P,GWO.PR.P,Financial Services,Insurance - Life
1064,1745,Gt-West Lifeco Pr Q,GWO.PR.Q,Financial Services,Insurance - Life
1065,1746,Gt-West Lifeco Pr R,GWO.PR.R,Financial Services,Insurance - Life
1066,1747,Gt-West Lifeco Pr S,GWO.PR.S,Financial Services,Insurance - Life
1067,1748,Gt-West Lifeco Pr T,GWO.PR.T,Financial Services,Insurance - Life
1068,1750,Greenbrook TMS Inc J,GTMS,Healthcare,Health Care Providers
1069,1752,Guardian Capital,GCG,Financial Services,Asset Management
1070,1753,Guardian Cap Cl A NV,GCG.A,Financial Services,Asset Management
1071,1755,Guyana Goldfields J,GUY,Basic Materials,Metals & Mining
1072,1757,GVIC Commun Cl B,GCT,Consumer Cyclical,Publishing
1073,1758,GVIC Commun Cl C NV,GCT.C,Consumer Cyclical,Publishing
1074,1760,H&R Real Estate Un,HR.UN,Real Estate,REITs
1075,1762,Hamilton AustrlFin E,HFA,,
1076,1764,Hamilton CapCdn Bk E,HCB,,
1077,1766,Hamilton CapGlb Bk E,HBG,,
1078,1767,Hamilton CapGlbBk US,HBG.U,,
1079,1769,Hamilton CapGlbFin E,HFY,,
1080,1770,Hamilton CapGlbFinUS,HFY.U,,
1081,1772,Hamilton CapFin E Un,HFMU,,
1082,1773,Hamilton CapFin US E,HFMU.U,,
1083,1775,Hammond Mfg Cl A SV,HMM.A,Technology,Computer Hardware
1084,1777,Hammond Power A SV,HPS.A,Technology,Computer Hardware
1085,1779,Hanwei Energy Serv,HE,Energy,Oil & Gas - Services
1086,1781,Hardwoods Dist Inc.,HDI,Industrials,Industrial Distribution
1087,1783,Harte Gold Corp. J,HRT,Basic Materials,Metals & Mining
1088,1785,Harvest Bk&Bldg A Un,HCBB,,
1089,1787,HarvestBrndLdr+ A Un,HBF,,
1090,1788,HarvestBrndLdr+US Un,HBF.U,,
1091,1790,HarvestEnergyLdr+ Un,HPF,,
1092,1791,HarvestEnergyLdr+ US,HPF.U,,
1093,1793,Harvest Eq Wght Util,HUTL,,
1094,1795,Harvest Glb GldGiant,HGGG,,
1095,1797,HarvestGlblREITLdr A,HGR,,
1096,1799,Harvest Glb Res A Un,HRES,,
1097,1801,Harvest HlthcrLdr Un,HHL,,
1098,1802,HarvestHealthcare US,HHL.U,,
1099,1804,HarvestTechAchvGrw A,HTA,,
1100,1805,HarvestTechAchGrowUS,HTA.U,,
1101,1807,Harvest US BkLeadrUn,HUBL,,
1102,1808,Harvest USBkLeadr US,HUBL.U,,
1103,1810,HarvestUS Eqty+ A Un,HUL,,
1104,1811,HarvestUS Eq+ Un USF,HUL.U,,
1105,1813,Healthcare SpecOp Un,MDS.UN,Financial Services,Asset Management
1106,1815,Helius Med Tech A J,HSM,Healthcare,Medical Devices
1107,1817,Helix BioPharma,HBP,Healthcare,Biotechnology
1108,1819,Heroux-Devtek Inc.,HRX,Industrials,Aerospace & Defense
1109,1821,HEXO Corp.,HEXO,Healthcare,Drug Manufacturers
1110,1822,HEXO Corp. Wt,HEXO.WT,nan,nan
1111,1824,High Arctic Engy Inc,HWO,Energy,Oil & Gas - Services
1112,1826,High Liner Foods Inc,HLF,Consumer Defensive,Consumer Packaged Goods
1113,1828,HLS Therapeutics J,HLS,Healthcare,Drug Manufacturers
1114,1830,Holloway Lodge Crp J,HLC,Consumer Cyclical,Travel & Leisure
1115,1831,Holloway 6.25 Db B J,HLC.DB,Consumer Cyclical,Travel & Leisure
1116,1833,Home Capital Group,HCG,Financial Services,Banks
1117,1835,Horizon Nth Logstc J,HNL,Industrials,Business Services
1118,1837,Horizons GlbCurrency,HARC,,
1119,1839,Horizons AI GlblEq A,MIND,,
1120,1841,Horizon ActvCdnBndUn,HAD,,
1121,1843,Horizons Cdn Div E,HAL,,
1122,1845,Horizn ActCdnMunBd E,HMP,,
1123,1847,Horizon CorpBnd E Un,HAB,,
1124,1849,Horizons ActvEmrgBnd,HEMB,,
1125,1851,Horizon ActvEmrgDvUn,HAJ,,
1126,1853,Horizon FltgRtBnd Un,HFR,,
1127,1855,Horizn ActFltgPref E,HFP,,
1128,1857,Horizn ActvFltLoan E,HSL,,
1129,1859,Horizon GlblDiv E Un,HAZ,,
1130,1861,Horizon ActiveGlbl E,HAF,,
1131,1863,Horizon HighYldBnd E,HYI,,
1132,1865,Horizon Pref Cl E Un,HPR,,
1133,1867,Horizons ActvUSDiv E,HAU,,
1134,1868,Horizons ActvUSDivUS,HAU.U,,
1135,1870,Horizons USFltgBndCA,HUF,,
1136,1871,Horizons USFltgBndUS,HUF.U,,
1137,1873,Horizons Bal TRI A,HBAL,,
1138,1875,HoriznBlchTecHrdwr A,BKCH,,
1139,1876,HoriznBlchTecHrdwrUS,BKCH.U,,
1140,1878,Horizn CdnDolr Cur A,CAN,,
1141,1880,Horizn CdnMdStream A,HOG,,
1142,1882,Horizons Cdn HiDiv A,HXH,,
1143,1884,Horizon Cdn Insdr Un,HII,,
1144,1886,Horizon Cdn SlctUniv,HBB,,
1145,1888,Horizn China DivA Un,HCN,,
1146,1890,Horizons ConservTRI,HCON,,
1147,1892,Horizons CrudeOil Un,HUC,,
1148,1894,Horizons Incm Engy E,HEE,,
1149,1896,Horizon Incm Eq E Un,HEX,,
1150,1898,Horizons Incm Fin E,HEF,,
1151,1900,Horizons Gold Prod E,HEP,,
1152,1902,Horizons Intl Eqty E,HEJ,,
1153,1904,Horizon IncmEq CAD E,HEA,,
1154,1905,Horizon IncmEq USD E,HEA.U,,
1155,1907,Horizons EqlCdaBnk A,HEWB,,
1156,1909,HorizonsEqlCdaREIT A,HCRE,,
1157,1911,Horizn EURO STOX50 A,HXX,,
1158,1913,Horizons GlbRskPar E,HRA,,
1159,1915,Horizon GlbSustLdr A,ETHI,,
1160,1917,Horizon GlbUranium A,HURA,nan,nan
1161,1919,Horizons Gold A Un,HUG,,
1162,1921,Horizons GldYld E Un,HGY,,
1163,1923,Horizons Indust A Un,FOUR,,
1164,1925,Horizon InovestCdnEq,INOC,,
1165,1927,Horizons IntlMkts Eq,HXDM,,
1166,1928,Horizons IntlMktEqUS,HXDM.U,,
1167,1930,Horizn LadrdCA Pr Un,HLPR,,
1168,1932,Horizn MgeGlb Opp E,HGM,,
1169,1934,Horizons Marij Lfe A,HMMJ,,
1170,1935,Horizons Marij US,HMMJ.U,,
1171,1937,Horizon MornstrHdg E,HHF,,
1172,1939,Horizon NASDAQ-100 A,HXQ,,
1173,1940,Horizon NASDAQ100 US,HXQ.U,,
1174,1942,Horizons NatrlGas Un,HUN,,
1175,1944,Horizons NatGasYld E,HNY,,
1176,1946,Horizons Robotc&Auto,RBOT,,
1177,1947,Horizon Robot&Aut US,RBOT.U,,
1178,1949,Horizn S&P500CA Hegd,HSH,,
1179,1951,Horizons S&P500 Un,HXS,,
1180,1952,Horizon S&P500 US Un,HXS.U,,
1181,1954,Horizons 60EqlWgt Un,HEW,,
1182,1956,Horizon S&P/TSX60 A,HXT,,
1183,1957,Horizon S&P/TSX60 US,HXT.U,,
1184,1959,Horizn S&PCapEngyIdx,HXE,,
1185,1961,Horizn S&PCapFin Idx,HXF,,
1186,1963,Horizon Seasonl E Un,HAC,,
1187,1965,Horizons Silver A Un,HUZ,,
1188,1967,Horizn US7-10YrTreas,HTH,,
1189,1969,Horizn US7-10TreasBd,HTB,,
1190,1970,HoriznUS7-10TreaBdUS,HTB.U,,
1191,1972,Horizon US$ Cur A Un,DLR,,
1192,1973,Horizon US$Cur A USF,DLR.U,,
1193,1975,Horizonte Min Ord J,HZM,nan,nan
1194,1977,Hudbay Minerals Inc.,HBM,Basic Materials,Metals & Mining
1195,1979,Hudson's Bay Company,HBC,Consumer Cyclical,Retail - Apparel & Specialty
1196,1981,Husky Energy Inc.,HSE,Energy,Oil & Gas - Integrated
1197,1982,Husky Energy Sr 1 Pr,HSE.PR.A,Energy,Oil & Gas - Integrated
1198,1983,Husky Energy Sr 2 Pr,HSE.PR.B,Energy,Oil & Gas - Integrated
1199,1984,Husky Energy Sr 3 Pr,HSE.PR.C,Energy,Oil & Gas - Integrated
1200,1985,Husky Energy Sr 5 Pr,HSE.PR.E,Energy,Oil & Gas - Integrated
1201,1986,Husky Energy Sr 7 Pr,HSE.PR.G,Energy,Oil & Gas - Integrated
1202,1988,Hydro One Limited,H,Utilities,Utilities - Regulated
1203,1990,Hydrogenics Corp,HYG,Industrials,Industrial Products
