Index,Company,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
1450,iShr SP/TSXGblBseMtl,XBM,,,,,,,
1451,iShr ST StratgFxd Un,XSI,,,,,,,
1452,iShr US HiDiv EqtyUn,XHU,,,,,,,
1453,iShr US HiYldIncm Un,CHB,,,,,,,
1454,iShrCorMSCI EmrMktUS,XEC.U,,,,,,,
1455,iShrCorMSCI GlbDivUS,XDG.U,,,,,,,
1456,iShrCorMSCI USQuDvUS,XDU.U,,,,,,,
1457,iShrCorUS DivCADHg,XDUH,,,,,,,
1458,iShrCrMSCI EAFEIMIHG,XFH,,,,,,,
1459,iShre 1-10CorpBnd Un,CBH,,,,,,,
1460,iShre 1-10GovtBnd Un,CLG,,,,,,,
1461,iShre 1-5 CorpBnd Un,CBO,,,,,,,
1462,iShre 1-5 GovtBnd Un,CLF,,,,,,,
1463,iShre Cdn Sh Trm Bnd,XSB,,,,,,,
1464,iShre CoreS&P US Mkt,XUH,,,,,,,
1465,iShrEdMSCI MulFtrUSF,XFS.U,,,,,,,
1466,iShrESG AdvMSCI EAFE,XDSR,,,,,,,
1467,iShrESG Awr MSCI USA,XSUS,,,,,,,
1468,iShrESG AwrMSCI EAFE,XSEA,,,,,,,
1469,iShrESG AwrMSCI Mkts,XSEM,,,,,,,
1470,iShrMSCIMultiftr USA,XFS,,,,,,,
1471,iShrMSCIMultiUSA C-H,XFA,,,,,,,
1472,iShrs CoreEqPortf Un,XEQT,,,,,,,
1473,iShrS&P US Mid-CapUS,XMC.U,,,,,,,
1474,iShrS&P US SmlCpC-Hg,XSMH,,,,,,,
1475,Ivanhoe Mines Cl A J,IVN,,,,,,,
1476,Jaguar Mining Inc. J,JAG,,,,,,,
1477,Jamieson Wellness,JWEL,,,,,,,
1478,JFT Strategies A Un,JFS.UN,,,,,,,
1479,Josemaria Res Inc. J,JOSE,,,,,,,
1480,Journey Energy Inc.,JOY,,,,,,,
1481,June 2020CorpBnd 'T',CBT.UN,,,,,,,
1482,Just Energy 6.75 Deb,JE.DB.D,,,,,,,
1483,Just Energy 8.5Pr US,JE.PR.U,,,,,,,
1484,Just Energy Group,JE,,,,,,,
1485,Just Engy Grp 6.75Db,JE.DB.C,,,,,,,
1486,Karnalyte Res J,KRN,,,,,,,
1487,Katanga Mining Ltd.,KAT,,,,,,,
1488,K-Bro Linen Inc.,KBL,,,,,,,
1489,Keg Royalties Fnd Un,KEG.UN,,,,,,,
1490,Kelso Technologies,KLS,,,,,,,
1491,Kelt Expl 5% Deb J,KEL.DB,,,,,,,
1492,Kelt Expl Ltd. J,KEL,,,,,,,
1493,Kerr Mines Inc. J,KER,,,,,,,
1494,Keyera Corp.,KEY,,,,,,,
1495,Killam Apt REIT Un J,KMP.UN,,,,,,,
1496,Kinaxis Inc. J,KXS,,,,,,,
1497,Kinross Gold Corp.,K,,,,,,,
1498,Kirkland Lake Gold J,KL,,,,,,,
1499,Knight Therapeutics,GUD,,,,,,,
1500,KP Tissue Inc.,KPT,,,,,,,
1501,Labrador Iron Ore,LIF,,,,,,,
1502,Laramide Resources J,LAM,,,,,,,
1503,Largo Resources J,LGO,,,,,,,
1504,Lassonde Ind Cl A SV,LAS.A,,,,,,,
1505,Laurentian Bk of Can,LB,,,,,,,
1506,Laurentian Bk Pr 13,LB.PR.H,,,,,,,
1507,Laurentian Bk Pr 15,LB.PR.J,,,,,,,
1508,Leon's Furniture Db,LNF.DB,,,,,,,
1509,Leon's Furniture Ltd,LNF,,,,,,,
1510,Liberty Gold Corp. J,LGD,,,,,,,
1511,Life & Banc Split A,LBS,,,,,,,
1512,Life & Banc Split Pr,LBS.PR.A,,,,,,,
1513,Lightspeed POS SV,LSPD,,,,,,,
1514,Liminal BioSci J,LMNL,,,,,,,
1515,Linamar Corporation,LNR,,,,,,,
1516,Lithium Americas J,LAC,,,,,,,
1517,Loblaw Co. Ser B Pr,L.PR.B,,,,,,,
1518,Loblaw Companies Ltd,L,,,,,,,
1519,Logistec Corp Cl B,LGT.B,,,,,,,
1520,Logistec Corp. A MV,LGT.A,,,,,,,
1521,Loncor Resources J,LN,,,,,,,
1522,Lucara Diamond J,LUC,,,,,,,
1523,Lundin Gold Inc. J,LUG,,,,,,,
1524,Lundin Mining Corp,LUN,,,,,,,
1525,"LXRandCo, Inc. J B",LXR,,,,,,,
1526,"LXRandCo, Inc. J Wt",LXR.WT,,,,,,,
1527,Lysander-SlatrPrActv,PR,,,,,,,
1528,M Split Corp 14-2 Pr,XMF.PR.C,,,,,,,
1529,M Split Corp Cl 1 Pr,XMF.PR.B,,,,,,,
1530,M Split Corp. 14 Cap,XMF.A,,,,,,,
1531,Mackenzie AlWrl NA E,MXU,,,,,,,
1532,Mackenzie CAFxIncm E,MKB,,,,,,,
1533,Mackenzie Cdn EqtyUn,QCN,,,,,,,
1534,Mackenzie CdnAggrBnd,QBB,,,,,,,
1535,Mackenzie CdnLrgCpEq,QCE,,,,,,,
1536,Mackenzie CdnSTBndE,QSB,,,,,,,
1537,Mackenzie EmrgCurBnd,QEBL,,,,,,,
1538,Mackenzie EmrgMktBnd,QEBH,,,,,,,
1539,Mackenzie EmrgMkts E,MEE,,,,,,,
1540,Mackenzie FltgRate E,MFT,,,,,,,
1541,Mackenzie GlbFxIncmE,MGB,,,,,,,
1542,Mackenzie IntlEq C-H,QDXH,,,,,,,
1543,Mackenzie IntlEq Idx,QDX,,,,,,,
1544,Mackenzie IvyGlbEq E,MIVG,,,,,,,
1545,MacKenzie Master Un,MKZ.UN,,,,,,,
1546,Mackenzie MaxDvrCA E,MKC,,,,,,,
1547,Mackenzie MaxDvrUS E,MUS,,,,,,,
1548,Mackenzie PortflComp,MPCF,,,,,,,
1549,Mackenzie Uncnstrn E,MUB,,,,,,,
1550,Mackenzie USBndCAD-H,QHY,,,,,,,
1551,Mackenzie USCrpBnd E,QUIG,,,,,,,
1552,Mackenzie USLrgCapEq,QUU,,,,,,,
1553,MackenzieCA FixdIncm,MCSB,,,,,,,
1554,MackenzieMaxDvr AW E,MWD,,,,,,,
1555,MackenzieMaxDvrEur E,MEU,,,,,,,
1556,MackenzieUS LrgCapCH,QAH,,,,,,,
1557,Madison Pacific Cl B,MPC,,,,,,,
1558,Madison Pacific NV C,MPC.C,,,,,,,
1559,MAG Silver Corp. J,MAG,,,,,,,
1560,Magellan Aerospace,MAL,,,,,,,
1561,Magna Int'l Inc.,MG,,,,,,,
1562,Mainstreet Equity J,MEQ,,,,,,,
1563,Major Drilling Group,MDI,,,,,,,
1564,Mandalay Res Corp J,MND,,,,,,,
1565,Manulf MltUSLrgCpUnh,MULC.B,,,,,,,
1566,Manulf US SmallCapUn,MUSC,,,,,,,
1567,Manulfe MltCdnLrgUnh,MCLC,,,,,,,
1568,Manulfe MltDevInt Un,MINT,,,,,,,
1569,Manulfe MltDevIntUnh,MINT.B,,,,,,,
1570,Manulfe MltUSLrgCpHg,MULC,,,,,,,
1571,Manulfe MultUS MidHg,MUMC,,,,,,,
1572,Manulfe MultUSMdUnhg,MUMC.B,,,,,,,
1573,ManulfMultfCdSMID Un,MCSM,,,,,,,
1574,ManulfUSSmallCap U-H,MUSC.B,,,,,,,
1575,Manulife Emrg MktsUn,MEME.B,,,,,,,
1576,Manulife Fin A Pr 3,MFC.PR.C,,,,,,,
1577,Manulife Fin Sr 2 Pr,MFC.PR.B,,,,,,,
1578,Manulife Fin Sr 3 Pr,MFC.PR.F,,,,,,,
1579,Manulife Fin Sr 4 Pr,MFC.PR.P,,,,,,,
1580,Manulife Fin Sr 5 Pr,MFC.PR.G,,,,,,,
1581,Manulife Fin Sr 7 Pr,MFC.PR.H,,,,,,,
1582,Manulife Fin Sr 9 Pr,MFC.PR.I,,,,,,,
1583,Manulife Fin Sr11 Pr,MFC.PR.J,,,,,,,
1584,Manulife Fin Sr13 Pr,MFC.PR.K,,,,,,,
1585,Manulife Fin Sr15 Pr,MFC.PR.L,,,,,,,
1586,Manulife Fin Sr17 Pr,MFC.PR.M,,,,,,,
1587,Manulife Fin Sr19 Pr,MFC.PR.N,,,,,,,
1588,Manulife Fin Sr21 Pr,MFC.PR.O,,,,,,,
1589,Manulife Fin Sr23 Pr,MFC.PR.R,,,,,,,
1590,Manulife Fin Sr25 Pr,MFC.PR.Q,,,,,,,
1591,Manulife Financial,MFC,,,,,,,
1592,Manulife FltgRtLn Un,MFR.UN,,,,,,,
1593,Manulife US Regnl Un,MBK.UN,,,,,,,
1594,Maple Leaf Foods Inc,MFI,,,,,,,
1595,Marathon Gold Corp J,MOZ,,,,,,,
1596,Marimaca Copper J,MARI,,,,,,,
1597,Martinrea Int'l Inc.,MRE,,,,,,,
1598,MAV Beauty Brands,MAV,,,,,,,
1599,Maverix Metals Inc.,MMX,,,,,,,
1600,Mawson Resources J,MAW,,,,,,,
1601,Maxar Technologies,MAXR,,,,,,,
1602,Maxim Power Corp.,MXG,,,,,,,
1603,Maya Gold & Silvr J,MYA,,,,,,,
1604,MBN Corporation Eqty,MBN,,,,,,,
1605,MCAN Mortgage Corp.,MKP,,,,,,,
1606,McCoy Global Inc.,MCB,,,,,,,
1607,McEwen Mining Inc. J,MUX,,,,,,,
1608,Mediagrif Interactv,MDF,,,,,,,
1609,Medical Facilities,DR,,,,,,,
1610,Medicenna Therapeu J,MDNA,,,,,,,
1611,MediPharm LabsCorp J,LABS,,,,,,,
1612,MEG Energy Corp.,MEG,,,,,,,
1613,Mega Uranium Ltd. J,MGA,,,,,,,
1614,Melcor Developments,MRD,,,,,,,
1615,Melcor REIT 5.1% Deb,MR.DB.B,,,,,,,
1616,Melcor REIT 5.25% Db,MR.DB.A,,,,,,,
1617,Melcor REIT Un,MR.UN,,,,,,,
1618,Methanex Corporation,MX,,,,,,,
1619,Metro Inc.,MRU,,,,,,,
1620,Microbix Biosystms J,MBX,,,,,,,
1621,Midas Gold Corp. J,MAX,,,,,,,
1622,Middlefield HealthUn,HWF,,,,,,,
1623,Middlefld AmerCoreUn,ACZ,,,,,,,
1624,Middlefld Can-Glb Un,RCO.UN,,,,,,,
1625,Middlefld GlbRl Asst,RA.UN,,,,,,,
1626,Middlefld Hlth&LfeUn,LS,,,,,,,
1627,Middlefld REIT INDX+,IDR,,,,,,,
1628,Minco Silver Corp J,MSV,,,,,,,
1629,MINT Incme Fnd Tr Un,MID.UN,,,,,,,
1630,Minto Apart REIT Un,MI.UN,,,,,,,
1631,Mogo Inc. J,MOGO,,,,,,,
1632,Mogo Inc. J Deb,MOGO.DB,,,,,,,
1633,MolsonCoors Cda A LV,TPX.A,,,,,,,
1634,MolsonCoors Cda B NV,TPX.B,,,,,,,
1635,Monarch Gold Corp J,MQR,,,,,,,
1636,Moneda LatAm CorpBnd,MLD.UN,,,,,,,
1637,Moneta Porcupine J,ME,,,,,,,
1638,Morgaurd NA Rl 4.5Db,MRG.DB.A,,,,,,,
1639,Morguard Corporation,MRC,,,,,,,
1640,Morguard NA REIT UN,MRG.UN,,,,,,,
1641,Morguard Real Est Un,MRT.UN,,,,,,,
1642,Morguard REIT 4.5Deb,MRT.DB,,,,,,,
1643,Morneau Shepell Inc.,MSI,,,,,,,
1644,Mountain Province J,MPVD,,,,,,,
1645,MTY Food Group Inc.,MTY,,,,,,,
1646,Mullen Group Ltd Deb,MTL.DB,,,,,,,
1647,Mullen Group Ltd.,MTL,,,,,,,
1648,N.A. Constr 5% Deb,NOA.DB.A,,,,,,,
1649,N.A. Construction,NOA,,,,,,,
1650,NA Fin 15 Split 2 Pr,FFN.PR.A,,,,,,,
1651,NA Fin 15 Split A,FFN,,,,,,,
1652,Nat'l Bank of Canada,NA,,,,,,,
1653,Nat'l Bank Ser 30 Pr,NA.PR.S,,,,,,,
1654,Nat'l Bank Ser 32 Pr,NA.PR.W,,,,,,,
1655,Nat'l Bank Ser 34 Pr,NA.PR.X,,,,,,,
1656,Nat'l Bank Ser 36 Pr,NA.PR.A,,,,,,,
1657,Nat'l Bank Ser 38 Pr,NA.PR.C,,,,,,,
1658,Nat'l Bank Ser 40 Pr,NA.PR.E,,,,,,,
1659,Nat'l Bank Ser 42 Pr,NA.PR.G,,,,,,,
1660,NBI ActvCdnPrShr Un,NPRF,,,,,,,
1661,NBI Cdn FamilyBusnss,NFAM,,,,,,,
1662,NBI GlblPrivateEq Un,NGPE,,,,,,,
1663,NBI GlblRl AssetIncm,NREA,,,,,,,
1664,NBI HighYld Bond Un,NHYB,,,,,,,
1665,NBI Liquid Alternatv,NALT,,,,,,,
1666,NBI SustainCdnBnd Un,NSCB,,,,,,,
1667,NBI SustainCdnEq Un,NSCE,,,,,,,
1668,NBI SustainGlblEq Un,NSGE,,,,,,,
1669,NBI Unconstr FxdIncm,NUBF,,,,,,,
1670,Neo Perform Material,NEO,,,,,,,
1671,Neovasc Inc. J,NVCN,,,,,,,
1672,Neptune WellSolutn J,NEPT,,,,,,,
1673,Nevada Copper Corp J,NCU,,,,,,,
1674,New Gold Inc.,NGD,,,,,,,
1675,New Look Vision J,BCI,,,,,,,
1676,New Millenm Iron J,NML,,,,,,,
1677,Newmont Corporation,NGT,,,,,,,
1678,Nexa Resources S.A.,NEXA,,,,,,,
1679,NexGen Energy Ltd. J,NXE,,,,,,,
1680,NexJ Systems Inc. J,NXJ,,,,,,,
1681,NextSource Materl J,NEXT,,,,,,,
1682,NFI Group Inc.,NFI,,,,,,,
1683,Nickel CrkPlatinum J,NCP,,,,,,,
1684,Nighthawk Gold J,NHK,,,,,,,
1685,NioCorp Dev Ltd. J,NB,,,,,,,
1686,Nomad Rylty Co J,NSR,,,,,,,
1687,Noranda Incm PriorUn,NIF.UN,,,,,,,
1688,Norbord Inc.,OSB,,,,,,,
1689,Northcliff Res Ltd J,NCF,,,,,,,
1690,Northland Power Inc.,NPI,,,,,,,
1691,Northland Pwr Pr 1,NPI.PR.A,,,,,,,
1692,Northland Pwr Pr 2,NPI.PR.B,,,,,,,
1693,Northland Pwr Pr 3,NPI.PR.C,,,,,,,
1694,NorZinc Ltd. J,NZC,,,,,,,
1695,NovaGold Resources J,NG,,,,,,,
1696,Nthrn Dynasty Min J,NDM,,,,,,,
1697,Nthrn Dynasty Wt J A,NDM.WT.A,,,,,,,
1698,Nthrn Dynasty Wt J B,NDM.WT.B,,,,,,,
1699,Nthview Apt REIT Un,NVU.UN,,,,,,,
1700,Nutrien Ltd.,NTR,,,,,,,
1701,NuVista Energy Ltd.,NVA,,,,,,,
1702,Nuvo Pharmaceuticals,NRI,,,,,,,
1703,NW Company VarV&ComV,NWC,,,,,,,
1704,NW Healthcare 2023Db,NWH.DB.G,,,,,,,
1705,NW Healthcare Un,NWH.UN,,,,,,,
1706,NW Healthcare31DecDB,NWH.DB.F,,,,,,,
1707,NW Healthcare31JulDB,NWH.DB.E,,,,,,,
1708,NXT Energy Solutn J,SFD,,,,,,,
1709,Obsidian Energy Ltd,OBE,,,,,,,
1710,OceanaGold Corp.,OGC,,,,,,,
1711,OCP Senior Credit Un,OSL.UN,,,,,,,
1712,Olympia Fin Group,OLY,,,,,,,
1713,Oncolytic Biotech Wt,ONC.WT,,,,,,,
1714,Oncolytics Biotech,ONC,,,,,,,
1715,Onex Corporation SV,ONEX,,,,,,,
1716,Open Text Corp,OTEX,,,,,,,
1717,Opsens Inc. J,OPS,,,,,,,
1718,Optiva Inc. J SV,OPT,,,,,,,
1719,Orbit Garant Drill,OGD,,,,,,,
1720,Organigram Hldgs J,OGI,,,,,,,
1721,Orla Mining Ltd. J,OLA,,,,,,,
1722,Orocobre Ltd. Ord J,ORL,,,,,,,
1723,Orosur Mining Inc.,OMI,,,,,,,
1724,Orvana Minerals J,ORV,,,,,,,
1725,Oryx Pete Corp. J,OXC,,,,,,,
1726,Osisko Gld Rlty 4%Db,OR.DB,,,,,,,
1727,Osisko Gld Royalty,OR,,,,,,,
1728,Osisko Gold Rlty Wt,OR.WT,,,,,,,
1729,Osisko Mining Inc. J,OSK,,,,,,,
1730,Ovintiv Inc.,OVV,,,,,,,
1731,Painted Pony Engy J,PONY,,,,,,,
1732,Pan American Silver,PAAS,,,,,,,
1733,Paramount Res Cl A,POU,,,,,,,
1734,Parex Resources J,PXT,,,,,,,
1735,Park Lawn Corp.,PLC,,,,,,,
1736,Parkland Corp.,PKI,,,,,,,
1737,Partners Val AA Pr 6,PVS.PR.D,,,,,,,
1738,Partners Val AA Pr 7,PVS.PR.E,,,,,,,
1739,Partners Val AA Pr 8,PVS.PR.F,,,,,,,
1740,Partners Val AA Pr 9,PVS.PR.G,,,,,,,
1741,Partners ValAA Pr 10,PVS.PR.H,,,,,,,
1742,Pason Systems Inc.,PSI,,,,,,,
1743,Pathfinder Income Un,PCD.UN,,,,,,,
1744,Patriot 1Tech J Wt A,PAT.WT.A,,,,,,,
1745,Patriot 1Tech J Wt B,PAT.WT.B,,,,,,,
1746,Patriot 1Tech J Wt C,PAT.WT.C,,,,,,,
1747,Patriot One Tech J,PAT,,,,,,,
1748,Patriot OneTech J Wt,PAT.WT,,,,,,,
1749,Pembina Pipe Pr 11,PPL.PR.K,,,,,,,
1750,Pembina Pipe Pr 13,PPL.PR.M,,,,,,,
1751,Pembina Pipe Pr 15,PPL.PR.O,,,,,,,
1752,Pembina Pipe Pr 17,PPL.PR.Q,,,,,,,
1753,Pembina Pipe Pr 19,PPL.PR.S,,,,,,,
1754,Pembina Pipe Pr 21,PPL.PF.A,,,,,,,
1755,Pembina Pipe Pr 23,PPL.PF.C,,,,,,,
1756,Pembina Pipe Pr 25,PPL.PF.E,,,,,,,
1757,Pembina Pipe Sr 1 Pr,PPL.PR.A,,,,,,,
1758,Pembina Pipe Sr 3 Pr,PPL.PR.C,,,,,,,
1759,Pembina Pipe Sr 5 Pr,PPL.PR.E,,,,,,,
1760,Pembina Pipe Sr 7 Pr,PPL.PR.G,,,,,,,
1761,Pembina Pipe Sr 9 Pr,PPL.PR.I,,,,,,,
1762,Pembina Pipeline,PPL,,,,,,,
1763,Perpetual Energy Inc,PMT,,,,,,,
1764,Perseus Mining Ord J,PRU,,,,,,,
1765,Petrus Resources J,PRQ,,,,,,,
1766,Peyto Expl & Dev,PEY,,,,,,,
1767,PFB Corporation,PFB,,,,,,,
1768,Photon Control Inc.,PHO,,,,,,,
1769,PHX Energy Services,PHX,,,,,,,
1770,Picton Mahoney A Un,PMB.UN,,,,,,,
1771,Picton MahoneyActive,PFAE,,,,,,,
1772,Picton MahoneyIncome,PFIA,,,,,,,
1773,Picton MahoneyMktNeu,PFMN,,,,,,,
1774,PictonMahnyMult-Stgy,PFMS,,,,,,,
1775,PIMCO Gbl IncmOpp Un,PGI.UN,,,,,,,
1776,PIMCO Glbl ShrtCda,PMNT,,,,,,,
1777,PIMCO InvGrdCreditCA,IGCF,,,,,,,
1778,PIMCO LwDuratnMoIncm,PLDI,,,,,,,
1779,PIMCO Mngd CoreBndPl,PCOR,,,,,,,
1780,PIMCO MngdConsvBndPl,PCON,,,,,,,
1781,PIMCO Mthly Incm US,PMIF.U,,,,,,,
1782,PIMCO MthlyIncmETFUn,PMIF,,,,,,,
1783,Pine Cliff Energy J,PNE,,,,,,,
1784,Pinetree Capital J,PNP,,,,,,,
1785,Pinnacle RenewblEngy,PL,,,,,,,
1786,Pivot Tech Solutn J,PTG,,,,,,,
1787,Pizza Pizza Royalty,PZA,,,,,,,
1788,Platinum Grp Metal J,PTM,,,,,,,
1789,Plaza Retail REIT Un,PLZ.UN,,,,,,,
1790,Plaza RetailTr 5.1Db,PLZ.DB.E,,,,,,,
1791,Points Int'l Ltd. J,PTS,,,,,,,
1792,Polaris Infras J,PIF,,,,,,,
1793,Polaris Infras J Deb,PIF.DB,,,,,,,
1794,Pollard Banknote Ltd,PBL,,,,,,,
1795,Polymet Mining J,POM,,,,,,,
1796,Postmedia Ntwrk C J,PNC.A,,,,,,,
1797,Postmedia Ntwrk VV J,PNC.B,,,,,,,
1798,Power Corp 5.00% Pr,POW.PR.D,,,,,,,
1799,Power Corp 5.35% Pr,POW.PR.B,,,,,,,
1800,Power Corp 5.6% Pr A,POW.PR.A,,,,,,,
1801,Power Corp 5.6% Pr G,POW.PR.G,,,,,,,
1802,Power Corp 5.80% Pr,POW.PR.C,,,,,,,
1803,Power Corp of Cda SV,POW,,,,,,,
1804,Power Corp Part. Pr,POW.PR.E,,,,,,,
1805,Power Corp Sr861stPr,POW.PR.F,,,,,,,
1806,Power Fin 4.20% Pr T,PWF.PR.T,,,,,,,
1807,Power Fin 4.40% Pr P,PWF.PR.P,,,,,,,
1808,Power Fin 4.80% Pr S,PWF.PR.S,,,,,,,
1809,Power Fin 4.95% Pr K,PWF.PR.K,,,,,,,
1810,Power Fin 5.10% Pr L,PWF.PR.L,,,,,,,
1811,Power Fin 5.15% Pr V,PWF.PR.Z,,,,,,,
1812,Power Fin 5.25% Pr E,PWF.PR.F,,,,,,,
1813,Power Fin 5.50% Pr R,PWF.PR.R,,,,,,,
1814,Power Fin 5.75% Pr H,PWF.PR.H,,,,,,,
1815,Power Fin 5.80% Pr O,PWF.PR.O,,,,,,,
1816,Power Fin 5.90% Pr F,PWF.PR.G,,,,,,,
1817,Power Fin 6% Pr I,PWF.PR.I,,,,,,,
1818,Power Financial Pr A,PWF.PR.A,,,,,,,
1819,Power Financial Pr D,PWF.PR.E,,,,,,,
1820,Power Financial Pr Q,PWF.PR.Q,,,,,,,
1821,Prairie Provident J,PPR,,,,,,,
1822,PrairieSky Royalty,PSK,,,,,,,
1823,Precious Mtl&Mine Un,MMP.UN,,,,,,,
1824,Precision Drill Corp,PD,,,,,,,
1825,Premier Gold Mines J,PG,,,,,,,
1826,Premium Brand 4.6 Db,PBH.DB.F,,,,,,,
1827,Premium Brand 4.65Db,PBH.DB.E,,,,,,,
1828,Premium Brand 4.65Db,PBH.DB.G,,,,,,,
1829,Premium Brands Hldgs,PBH,,,,,,,
1830,Premium Income Cl A,PIC.A,,,,,,,
1831,Premium Income Pr,PIC.PR.A,,,,,,,
1832,Pretium Resources J,PVG,,,,,,,
1833,Prime Dividend Cl A,PDV,,,,,,,
1834,Prime Dividend Pr,PDV.PR.A,,,,,,,
1835,Primo Water Corp.,PRMW,,,,,,,
1836,PRO Real Est Tr Un,PRV.UN,,,,,,,
1837,Profound Medical,PRN,,,,,,,
1838,ProMIS Neurosci J,PMN,,,,,,,
1839,Pulse Seismic Inc.,PSD,,,,,,,
1840,Purpose Best Ideas,PBI,,,,,,,
1841,Purpose Best NnCurHg,PBI.B,,,,,,,
1842,Purpose Cdn Fin Incm,BNC,,,,,,,
1843,Purpose Conserv Incm,PRP,,,,,,,
1844,Purpose Core Div Fnd,PDF,,,,,,,
1845,Purpose DiversRl Ast,PRA,,,,,,,
1846,Purpose Duratn HgREF,PHR,,,,,,,
1847,Purpose EnhncDiv ETF,PDIV,,,,,,,
1848,Purpose EnhncPremYld,PAYF,,,,,,,
1849,Purpose Fltg Rate Un,FLOT,,,,,,,
1850,Purpose FltgRtCAD Un,FLOT.B,,,,,,,
1851,Purpose FltgRtNCH US,FLOT.U,,,,,,,
1852,Purpose Gbl Bnd Fund,BND,,,,,,,
1853,Purpose Glbl Bond Cl,IGB,,,,,,,
1854,Purpose GlblInnovatr,PINV,,,,,,,
1855,Purpose Gld Nn-curHg,KILO.B,,,,,,,
1856,Purpose Gold Bul Un,KILO,,,,,,,
1857,Purpose High IntSvgs,PSA,,,,,,,
1858,Purpose Intl Div Un,PID,,,,,,,
1859,Purpose Intl TacHgEq,PHW,,,,,,,
1860,Purpose Monthly Incm,PIN,,,,,,,
1861,Purpose Mult-AstIncm,PINC,,,,,,,
1862,Purpose Mult-StgyNeu,PMM,,,,,,,
1863,Purpose Prem Yld ETF,PYF,,,,,,,
1864,Purpose PremNnCurHeg,PYF.B,,,,,,,
1865,Purpose StgyYield Un,SYLD,,,,,,,
1866,Purpose TacHg NN-Cur,PHE.B,,,,,,,
1867,Purpose Tact Hegd Eq,PHE,,,,,,,
1868,Purpose Tot Ret Bond,PBD,,,,,,,
1869,Purpose US Cash USF,PSU.U,,,,,,,
1870,Purpose US Div NnCur,PUD.B,,,,,,,
1871,Purpose US DivETF Un,PUD,,,,,,,
1872,PurposeGldUS$nnCurHg,KILO.U,,,,,,,
1873,PurposePremNnCurHgUS,PYF.U,,,,,,,
1874,PurposeSlvBlC$NCurHG,SBT.B,,,,,,,
1875,PurposeSlvrBlUSNnCur,SBT.U,,,,,,,
1876,PurposeSlvrBulCurHeg,SBT,,,,,,,
1877,Quarterhill Inc.,QTRH,,,,,,,
1878,Quebecor Inc Cl A MV,QBR.A,,,,,,,
1879,Quebecor Inc Cl B SV,QBR.B,,,,,,,
1880,Questerre Corp. J,QEC,,,,,,,
1881,Ravensource Fund Un,RAV.UN,,,,,,,
1882,RBC 1-5Yr LadCdn Bnd,RLB,,,,,,,
1883,RBC 1-5Yr LddCrp Bnd,RBO,,,,,,,
1884,RBC 6-10Y CdnCorpBnd,RMBO,,,,,,,
1885,RBC BluBayGlbDvrCA-H,RBDI,,,,,,,
1886,RBC Cdn Pref CA Un,RPF,,,,,,,
1887,RBC CdnBnk Yld Indx,RBNK,,,,,,,
1888,RBC PH&N ST CA Bond,RPSB,,,,,,,
1889,RBC Qnt EAFE DivLead,RIDH,,,,,,,
1890,RBC QntEAFE EQ CAHeg,RIEH,,,,,,,
1891,RBC QntEmrgMktEqLdr,RXE,,,,,,,
1892,RBC QntEmrMktEqLdrUS,RXE.U,,,,,,,
1893,RBC QntUS DivLead Un,RUD,,,,,,,
1894,RBC QntUS DivLeadUSD,RUD.U,,,,,,,
1895,RBC Quant CdnEqLeadr,RCE,,,,,,,
1896,RBC Quant EAFE Eqty,RIE,,,,,,,
1897,RBC Quant EmrgMkt US,RXD.U,,,,,,,
1898,RBC Quant EmrgMktDiv,RXD,,,,,,,
1899,RBC Quant EU DivLdCA,RPD,,,,,,,
1900,RBC Quant EU DivLdUS,RPD.U,,,,,,,
1901,RBC Quant EUDivLdHeg,RPDH,,,,,,,
1902,RBC QUANT GlbInfraCA,RIG,,,,,,,
1903,RBC QUANT GlbInfraUS,RIG.U,,,,,,,
1904,RBC Quant GlbRlEstCA,RGRE,,,,,,,
1905,RBC Quant GlbRlEstUS,RGRE.U,,,,,,,
1906,RBC Quant US DivLead,RUDH,,,,,,,
1907,RBC Quant USEqLdr Un,RUE,,,,,,,
1908,RBC Quant USEqLdr US,RUE.U,,,,,,,
1909,RBC QuantCdnDiv Lead,RCD,,,,,,,
1910,RBC QuantEAFE Div Un,RID,,,,,,,
1911,RBC QuantEAFE Div US,RID.U,,,,,,,
1912,RBC QuantEAFE EqtyUS,RIE.U,,,,,,,
1913,RBC QuantUSEqty(C-H),RUEH,,,,,,,
1914,RBC ST US CorpBndCAD,RUSB,,,,,,,
1915,RBC ST US CorpBndUSF,RUSB.U,,,,,,,
1916,RBC Stratgc GlbDivLd,RLD,,,,,,,
1917,RBC Stratgc GlbEqLdr,RLE,,,,,,,
1918,RBC Target 20 CrpBnd,RQH,,,,,,,
1919,RBC Target 21CorpBnd,RQI,,,,,,,
1920,RBC Target22 CorpBnd,RQJ,,,,,,,
1921,RBC Target23 CorpBnd,RQK,,,,,,,
1922,RBC Targt2024CorpBnd,RQL,,,,,,,
1923,RBC Targt2025CorpBnd,RQN,,,,,,,
1924,RBC US Banks Yld CAD,RUBY,,,,,,,
1925,RBC US Banks Yld USF,RUBY.U,,,,,,,
1926,RBC USBanksYld CA-Hg,RUBH,,,,,,,
1927,Real Matters Inc.,REAL,,,,,,,
1928,Recipe Unlimited SV,RECP,,,,,,,
1929,Redline Commun Grp J,RDL,,,,,,,
1930,Resolute Forest Prod,RFP,,,,,,,
1931,Restaurant Brnd Intl,QSR,,,,,,,
