Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
1035,Mosaic Capital Corporation,M,,,,,,,
1036,Mosiac Capital Corporation db31Dec2021,M.DB,,,,,,,
1037,Mosaic Capital Corporation db26Jan2024,M.DB.A,,,,,,,
1038,Mosaic Capital Corporation 6% Preferred,M.PR.B,,,,,,,
1039,Mountain Boy Minerals Ltd.,MTB,,,,,,,
1040,Mountain China Resorts (Holding) Limited,MCG,,,,,,,
1041,Mundoro Capital Inc.,MUN,,,,,,,
1042,Murchison Minerals Ltd.,MUR,,,,,,,
1043,NaiKun Wind Energy Group Inc,NKW,,,,,,,
1044,Namaste Technologies Inc.,N,,,,,,,
1045,Namaste Technologies Inc. 27FEB20 WTS,N.WT,,,,,,,
1046,Namaste Tech Inc. Wts A 3.15 25OCT2023,N.WT.A,,,,,,,
1047,Namibia Critical Metals Inc.,NMI,,,,,,,
1048,Namsys Inc.,CTZ,,,,,,,
1049,Nanalysis Scientific Corp.,NSCI,,,,,,,
1050,Nano One Materials Corp.,NNO,,,,,,,
1051,Nanotech Security Corp,NTS,,,,,,,
1052,Nanoxplore Inc.,GRA,,,,,,,
1053,Napier Ventures Inc.,NAP,,,,,,,
1054,National Access Cannabis Corp.,META,,,,,,,
1055,National Access Cannabis Corp. db30nov2021,META.DB,,,,,,,
1056,Naturally Splendid Enterprises Ltd.,NSP,,,,,,,
1057,NatureBank Asset Management Inc.,COO,,,,,,,
1058,Navigator Acquisition Corp.,NAQ.P,,,,,,,
1059,Navy Resources Corp.,NVY,,,,,,,
1060,NBS Capital Inc.,NBS.P,,,,,,,
1061,Nebu Resources Inc.,NBU,,,,,,,
1062,Neo Lithium Corp.,NLC,,,,,,,
1063,Neptune Dash Technologies Corp.,DASH,,,,,,,
1064,Nervgen Pharma Corp.,NGEN,,,,,,,
1065,Network Media Group Inc.,NTE,,,,,,,
1066,NeutriSci International Inc.,NU,,,,,,,
1067,Nevada Energy Metals Inc,BFF,,,,,,,
1068,Nevada Exploration Inc.,NGE,,,,,,,
1069,Nevada Sunrise Gold Corporation,NEV,,,,,,,
1070,Nevada Zinc Corporation,NZN,,,,,,,
1071,New Age Metals Inc.,NAM,,,,,,,
1072,New Carolin Gold Corp.,LAD,,,,,,,
1073,New Destiny Mining Corp.,NED,,,,,,,
1074,New Dimension Resources Ltd.,NDR,,,,,,,
1075,New Energy Metals Corp,ENRG,,,,,,,
1076,New Era Minerals Inc.,NEM,,,,,,,
1077,New Nadina Explorations Limited,NNA,,,,,,,
1078,New Oroperu Resources Inc.,ORO,,,,,,,
1079,New Pacific Metals Corp.,NUAG,,,,,,,
1080,New Stratus Energy Inc.,NSE,,,,,,,
1081,New West Energy Services Inc.,NWE,,,,,,,
1082,New World Resource Corp.,NW,,,,,,,
1083,New Zealand Energy Corp.,NZ,,,,,,,
1084,NewNorth Projects Ltd.,NNP,,,,,,,
1085,Newport Exploration Ltd.,NWX,,,,,,,
1086,Newrange Gold Corp.,NRG,,,,,,,
1087,Newstrike Brands Ltd. wt 28Feb2020,HIP.WT,,,,,,,
1088,Newstrike Brands Ltd. wt ex 2023jun19 .wt.a,HIP.WT.A,,,,,,,
1089,NexgenRx Inc.,NXG,,,,,,,
1090,NexOptic Technology Corp.,NXO,,,,,,,
1091,Nexpoint Hospitality Trust,NHT.U,,,,,,,
1092,Nexus Gold Corp.,NXS,,,,,,,
1093,Nexus Real Estate Investment Trust,NXR.UN,,,,,,,
1094,Nickel North Exploration Corp.,NNX,,,,,,,
1095,Nicola Mining Inc.,NIM,,,,,,,
1096,Niobay Metals Inc.,NBY,,,,,,,
1097,Niocan Inc.,NIO,,,,,,,
1098,Nippon Dragon Resources Inc.,NIP,,,,,,,
1099,Nitinat Minerals Corporation,NZZ,,,,,,,
1100,Noble Iron Inc.,NIR,,,,,,,
1101,Noble Mineral Exploration Inc.,NOB,,,,,,,
1102,Noram Ventures Inc.,NRM,,,,,,,
1103,Nordic Gold Inc.,NOR,,,,,,,
1104,Noront Resources Ltd.,NOT,,,,,,,
1105,Norra Metals Corp.,NORA,,,,,,,
1106,Nortec Minerals Corp,NVT,,,,,,,
1107,North American Nickel Inc.,NAN,,,,,,,
1108,North Arrow Minerals Inc.,NAR,,,,,,,
1109,Northern Graphite Corporation,NGC,,,,,,,
1110,Northern Lion Gold Corp.,NL,,,,,,,
1111,Northern Shield Resources Inc.,NRN,,,,,,,
1112,Northern Superior Resources Inc.,SUP,,,,,,,
1113,Northern Vertex Mining Corp.,NEE,,,,,,,
1114,Northern Vertex Mining Corp. db31May2021,NEE.DB,,,,,,,
1115,Northfield Capital Corporation cl A rv,NFD.A,,,,,,,
1116,NorthIsle Copper and Gold Inc.,NCX,,,,,,,
1117,Norvista Capital Corporation,NVV,,,,,,,
1118,Nouveau Monde Graphite Inc.,NOU,,,,,,,
1119,Nova Leap Health Corp.,NLH,,,,,,,
1120,NovaTeqni Technology Corporation,NTQ,,,,,,,
1121,Novo Resources Corp.,NVO,,,,,,,
1122,Novoheart Holdings Inc.,NVH,,,,,,,
1123,Novra Technologies Inc.,NVI,,,,,,,
1124,NRG Metals Inc.,NGZ,,,,,,,
1125,NSGold Corporation,NSX,,,,,,,
1126,NTG Clarity Networks Inc.,NCI,,,,,,,
1127,Nubeva Technologies Ltd.,NBVA,,,,,,,
1128,Nubian Resources Ltd,NBR,,,,,,,
1129,Nulegacy Gold Corporation,NUG,,,,,,,
1130,NV Gold Corporation,NVX,,,,,,,
1131,NXGold Ltd.,NXN,,,,,,,
1132,Oceanic Iron Ore Corp,FEO,,,,,,,
1133,Oceanus Resources Corporation,OCN,,,,,,,
1134,Oculus VisionTech Inc.,OVT,,,,,,,
1135,Olivut Resources Ltd.,OLV,,,,,,,
1136,Omineca Mining and Metals Ltd.,OMM,,,,,,,
1137,Omni Commerce Corp.,OMNI,,,,,,,
1138,Omni-Lite Industries Canada Inc,OML,,,,,,,
1139,OneSoft Solutions Inc.,OSS,,,,,,,
1140,Opawica Explorations Inc.,OPW,,,,,,,
1141,Opus One Resources Inc.,OOR,,,,,,,
1142,Oracle Energy Corp.,OEC,,,,,,,
1143,Orca Exploration Group Inc series A,ORC.A,,,,,,,
1144,Orca Exploration Group Inc series B,ORC.B,,,,,,,
1145,Orca Gold Inc.,ORG,,,,,,,
1146,Orefinders Resources Inc.,ORX,,,,,,,
1147,Orestone Mining Corp.,ORS,,,,,,,
1148,Orex Minerals Inc.,REX,,,,,,,
1149,Orezone Gold Corporation,ORE,,,,,,,
1150,Orford Mining Corporation,ORM,,,,,,,
1151,Organic Garage Ltd.,OG,,,,,,,
1152,OrganiGram Holdings Inc,OGI,,,,,,,
1153,Organimax Nutrient Corp.,KMAX,,,,,,,
1154,Organto Foods Inc.,OGO,,,,,,,
1155,Origin Gold Corporation,OIC,,,,,,,
1156,Orletto Capital II Inc.,OLT.P,,,,,,,
1157,Oroco Resource Corp,OCO,,,,,,,
1158,Oronova Energy Inc.,ONV,,,,,,,
1159,Orsu Metals Corporation,OSU,,,,,,,
1160,Osino Resources Corp.,OSI,,,,,,,
1161,Osisko Metals Incorporated,OM,,,,,,,
1162,Osprey Gold Development Ltd.,OS,,,,,,,
1163,Otis Gold Corp,OOO,,,,,,,
1164,Outcrop Gold Corp.,OCG,,,,,,,
1165,OV2 Investment 1 Inc.,OVO.P,,,,,,,
1166,Owl Capital Corp.,OCC.P,,,,,,,
1167,Pacgen Life Science Corporation,PBS,,,,,,,
1168,Pacific Bay Minerals Ltd.,PBM,,,,,,,
1169,Pacific Booker Minerals Inc.,BKM,,,,,,,
1170,Pacific Empire Minerals Corp.,PEMC,,,,,,,
1171,Pacific Imperial Mines Inc.,PPM,,,,,,,
1172,Pacific Iron Ore Corporation,POC,,,,,,,
1173,Pacific Ridge Exploration Ltd.,PEX,,,,,,,
1174,Pacific Silk Road Resources Group Inc.,PP,,,,,,,
1175,Pacton Gold Inc.,PAC,,,,,,,
1176,Palamina Corp.,PA,,,,,,,
1177,Paleo Resources. Inc.,PRE,,,,,,,
1178,Palladium One Mining Inc.,PDM,,,,,,,
1179,Pan Andean Minerals Ltd.,PAD,,,,,,,
1180,Pan Global Resources Inc.,PGZ,,,,,,,
1181,Pan Orient Energy Corp.,POE,,,,,,,
1182,Pancontinental Resources Corporation,PUC,,,,,,,
1183,Pangolin Diamonds Corp.,PAN,,,,,,,
1184,Panorama Capital Corp.,PANO.P,,,,,,,
1185,Panoro Minerals Ltd.,PML,,,,,,,
1186,Para Resources Inc.,PBR,,,,,,,
1187,Parallel Mining Corp.,PAL,,,,,,,
1188,Parkit Enterprise Inc.,PKT,,,,,,,
1189,Partner Jet Corp.,PJT,,,,,,,
1190,Partners Value Investments LP pref ser A,PVF.PR.U,,,,,,,
1191,Partners Value Investments LP,PVF.UN,,,,,,,
1192,Partners Value Investments LP wt 30Jun2026,PVF.WT,,,,,,,
1193,Pascal Biosciences Inc.,PAS,,,,,,,
1194,Pearl River Holdings Limited,PRH,,,,,,,
1195,Peeks Social Ltd.,PEEK,,,,,,,
1196,Pelangio Exploration Inc.,PX,,,,,,,
1197,Pender Growth Fund Inc.,PTF,,,,,,,
1198,People Corporation,PEO,,,,,,,
1199,Perihelion Capital Ltd.,PCL.P,,,,,,,
1200,Perisson Petroleum Corporation,POG,,,,,,,
1201,Pershimex Resources Corporation,PRO,,,,,,,
1202,Peruvian Metals Corp.,PER,,,,,,,
1203,Petrichor Energy Inc.,PTP,,,,,,,
1204,Petro-Victory Energy Corp.,VRY,,,,,,,
1205,Petrodorado Energy Ltd.,PDQ,,,,,,,
1206,PetroFrontier Corp,PFC,,,,,,,
1207,Petrolympic Ltd,PCQ,,,,,,,
1208,PetroShale Inc.,PSH,,,,,,,
1209,PetroTal Corp.,TAL,,,,,,,
1210,Petroteq Energy Inc.,PQE,,,,,,,
1211,Petrox Resources Corp.,PTC,,,,,,,
1212,Pharmacielo Ltd.,PCLO,,,,,,,
1213,Philippine Metals Inc.,PHI,,,,,,,
1214,Phoenix Canada Oil Company Limited,PCO,,,,,,,
1215,Phoenix Gold Resources Corp.,PXA,,,,,,,
1216,Physinorth Acquisition Corporation Inc.,PSN.P,,,,,,,
1217,Pieridae Energy Limited,PEA,,,,,,,
1218,Pine Trail Real Estate Investment Trust USD,PT.U,,,,,,,
1219,Pine Trail Real Estate Investment Trust,PT.UN,,,,,,,
1220,Pinecrest Resources Ltd.,PCR,,,,,,,
1221,Pinedale Energy Limited,MCF,,,,,,,
1222,Pinehurst Capital I Inc.,PHT.P,,,,,,,
1223,Pinehurst Capital II Inc.,PINH.P,,,,,,,
1224,Pioneering Technology Corp,PTE,,,,,,,
1225,Pipestone Energy Corp.,PIPE,,,,,,,
1226,Pipestone Energy Corp. wt 19may2021,PIPE.WT,,,,,,,
1227,Pistol Bay Mining Inc.,PST,,,,,,,
1228,PJX Resources Inc.,PJX,,,,,,,
1229,Planet Ventures Inc.,PXI,,,,,,,
1230,Plata Latina Minerals Corporation,PLA,,,,,,,
1231,Plateau Energy Metals Inc.,PLU,,,,,,,
1232,Platform 9 Capital Corp.,PN.P,,,,,,,
1233,Platform Eight Capital Corp.,PEC.P,,,,,,,
1234,Plato Gold Corp.,PGC,,,,,,,
1235,Playfair Mining Ltd.,PLY,,,,,,,
1236,PLB Capital Corp.,PLB.P,,,,,,,
1237,POCML 5 Inc.,PCML.P,,,,,,,
1238,POET Technologies Inc.,PTK,,,,,,,
1239,Point Loma Resources Ltd.,PLX,,,,,,,
1240,Point Loma Resources Ltd. Wts,PLX.WT,,,,,,,
1241,Pond Technologies Holdings Inc.,POND,,,,,,,
1242,Ponderous Panda Capital Corp.,PPCC.P,,,,,,,
1243,Pool Safe Inc.,POOL,,,,,,,
1244,Portofino Resources Inc.,POR,,,,,,,
1245,Power Group Projects Corp.,PGP,,,,,,,
1246,Power Metals Corp.,PWM,,,,,,,
1247,Powerband Solutions Inc.,PBX,,,,,,,
1248,PowerOre Inc.,PORE,,,,,,,
1249,Ppx Mining Corp.,PPX,,,,,,,
1250,Precipitate Gold Corp.,PRG,,,,,,,
1251,Premier Diversified Holdings Inc.,PDH,,,,,,,
1252,Prime Meridian Resources Corp,PMR,,,,,,,
1253,Primeline Energy Holdings Inc.,PEH,,,,,,,
1254,Prism Resources Inc.,PRS,,,,,,,
1255,Prize Mining Corporation,PRZ,,,,,,,
1256,ProAm Explorations Corporation,PMX,,,,,,,
1257,Probe Metals Inc.,PRB,,,,,,,
1258,Prodigy Ventures Inc.,PGV,,,,,,,
1259,Progressive Planet Solutions Inc.,PLAN,,,,,,,
1260,ProntoForms Corporation,PFM,,,,,,,
1261,Prospect Park Capital Corp.,PPK,,,,,,,
1262,Prosper Gold Corp.,PGX,,,,,,,
1263,Prospera Energy Inc.,PEI,,,,,,,
1264,Prospero Silver Corp.,PSL,,,,,,,
1265,Protech Home Medical Corp.,PTQ,,,,,,,
1266,Providence Gold Mines Inc.,PHD,,,,,,,
1267,Pulse Oil Corp.,PUL,,,,,,,
1268,Puma Exploration Inc.,PUMA,,,,,,,
1269,Pure Energy Minerals Limited,PE,,,,,,,
1270,Pure Global Cannabis Inc.,PURE,,,,,,,
1271,Pure Gold Mining Inc.,PGM,,,,,,,
1272,Pure Nickel Inc.,NIC,,,,,,,
1273,Purepoint Uranium Group Inc.,PTU,,,,,,,
1274,PyroGenesis Canada Inc.,PYR,,,,,,,
1275,Q-Gold Resources LTD.,QGR,,,,,,,
1276,QMC Quantum Minerals Corp,QMC,,,,,,,
1277,QMX Gold Corporation,QMX,,,,,,,
1278,Quadro Resources Ltd.,QRO,,,,,,,
1279,Quantum Blockchain Technologies Ltd.,QBC.P,,,,,,,
1280,Quantum Numbers Corp.,QNC,,,,,,,
1281,Quartz Mountain Resources Ltd.,QZM,,,,,,,
1282,Quaterra Resources Inc.,QTA,,,,,,,
1283,Quebec Precious Metals Corporation,CJC,,,,,,,
1284,Quendale Capital Corp.,QOC.P,,,,,,,
1285,Quest Pharmatech Inc.,QPT,,,,,,,
1286,Questor Technology Inc.,QST,,,,,,,
1287,Quinto Resources Inc.,QIT,,,,,,,
1288,Quisitive Technology Solutions Inc.,QUIS,,,,,,,
1289,Quorum Information Technologies Inc.,QIS,,,,,,,
1290,QX Metals Corp.,QX,,,,,,,
1291,Qyou Media Inc.,QYOU,,,,,,,
1292,R&R Real Estate Investment Trust,RRR.UN,,,,,,,
1293,Rackla Metals Inc.,RAK,,,,,,,
1294,Radient Technologies Inc.,RTI,,,,,,,
1295,Radisson Mining Resources Inc.,RDS,,,,,,,
1296,Radius Gold Inc.,RDU,,,,,,,
1297,Rainy Hollow Ventures Inc.,RHV.P,,,,,,,
1298,Rainy Mountain Royalty Corp,RMO,,,,,,,
1299,Raise Production Inc.,RPC,,,,,,,
1300,Rathdowney Resources Ltd.,RTH,,,,,,,
1301,Razor Energy Corp.,RZE,,,,,,,
1302,RE Royalties Ltd.,RE,,,,,,,
1303,Rebel Capital 2.0 Corp,RBZ.P,,,,,,,
1304,Rebel Capital Inc.,RBL.P,,,,,,,
1305,Reco International Group Inc.,RGI,,,,,,,
1306,Red Moon Resources Inc.,RMK,,,,,,,
1307,Red Pine Exploration Inc.,RPX,,,,,,,
1308,Red Pine Petroleum Ltd.,RPN,,,,,,,
1309,Red River Capital Corp.,XBT.P,,,,,,,
1310,Redishred Capital Corp,KUT,,,,,,,
1311,Redstar Gold Corp,RGC,,,,,,,
1312,Regent Pacific Properties Inc,RPP,,,,,,,
1313,Regulus Resources Inc,REG,,,,,,,
1314,Reko International Group Inc,REKO,,,,,,,
1315,Relevium Technologies Inc.,RLV,,,,,,,
1316,Reliq Health Technologies Inc.,RHT,,,,,,,
1317,Remington Resources Inc.,RGM,,,,,,,
1318,Renaissance Gold Inc.,REN,,,,,,,
1319,Renaissance Oil Corp,ROE,,,,,,,
1320,Renaissance Oil Corp. wt ex 31jul2019,ROE.WT,,,,,,,
1321,Renaissance Oil Corp. wt 06Oct2020,ROE.WT.A,,,,,,,
1322,Renaissance Oil Corp wt 05Mar2021,ROE.WT.B,,,,,,,
1323,RenoWorks Software Inc,RW,,,,,,,
1324,Replicel Life Sciences Inc.,RP,,,,,,,
1325,Resaas Services Inc.,RSS,,,,,,,
1326,Resolve Ventures Inc.,RSV,,,,,,,
1327,Return Energy Inc.,RTN,,,,,,,
1328,Reunion Gold Corporation,RGD,,,,,,,
1329,Revelo Resources Corp.,RVL,,,,,,,
1330,Revival Gold Inc.,RVG,,,,,,,
1331,Revive Therapeutics Ltd.,RVV,,,,,,,
1332,Rhyolite Resources Ltd,RYE,,,,,,,
1333,Richmond Minerals Inc.,RMD,,,,,,,
1334,Rider Investment Capital Corp.,RDR.P,,,,,,,
1335,Ridgestone Mining Inc.,RMI,,,,,,,
1336,RIFCO Inc.,RFC,,,,,,,
1337,Riley Resources Corp.,RLY,,,,,,,
1338,Ring The Bell Capital Corp.,RTB.P,,,,,,,
1339,Rio Silver Inc,RYO,,,,,,,
1340,Rio2 Limited,RIO,,,,,,,
1341,Risetech Capital Corp.,RTCC.P,,,,,,,
1342,Riverside Resources Inc,RRI,,,,,,,
1343,Rizal Resources Corporation,RZL,,,,,,,
1344,RJK Explorations Ltd.,RJX.A,,,,,,,
1345,RMR Science Technologies Inc.,RMS.P,,,,,,,
1346,Roadman Investments Corp.,LITT,,,,,,,
1347,Robex Resources Inc.,RBX,,,,,,,
1348,Rochester Resources Ltd.,RCT,,,,,,,
1349,Rock Tech Lithium Inc.,RCK,,,,,,,
1350,Rockhaven Resources Ltd,RK,,,,,,,
1351,Rockridge Resources Ltd.,ROCK,,,,,,,
1352,Rockwealth Resources Corp.,RWR,,,,,,,
1353,Rocky Mountain Liquor Inc.,RUM,,,,,,,
1354,Rocky Mountain Liquor Inc. db30Apr2021,RUM.DB.A,,,,,,,
1355,Rogue Resources Inc.,RRS,,,,,,,
1356,Rokmaster Resources Corp.,RKR,,,,,,,
1357,Romios Gold Resources Inc.,RG,,,,,,,
1358,Roscan Gold Corporation,ROS,,,,,,,
1359,Roughrider Exploration Limited,REL,,,,,,,
1360,Route1 Inc.,ROI,,,,,,,
1361,Routemaster Capital Inc.,RM,,,,,,,
1362,Rover Metals Corp.,ROVR,,,,,,,
1363,Royal Helium Ltd.,RHC,,,,,,,
1364,Royal Road Minerals Limited,RYR,,,,,,,
1365,Royalty North Partners Ltd.,RNP,,,,,,,
1366,Royalty North Partners Ltd. wt 01Sept2021,RNP.WT,,,,,,,
1367,RSI International Systems Inc,RSY,,,,,,,
1368,RT Minerals Corp.,RTM,,,,,,,
1369,Rugby Mining Limited,RUG,,,,,,,
1370,Running Fox Resource Corp.,RUN,,,,,,,
1371,Rupert Resources Ltd.,RUP,,,,,,,
1372,Rusoro Mining Ltd,RML,,,,,,,
1373,RYU Apparel Inc.,RYU,,,,,,,
1374,Sable Resources Ltd,SAE,,,,,,,
1375,Sahara Energy Ltd,SAH,,,,,,,
1376,Sailfish Royalty Corp.,FISH,,,,,,,
1377,Saint Jean Carbon Inc.,SJL,,,,,,,
1378,Salazar Resources Limited,SRL,,,,,,,
1379,Sama Resources Inc./Ressources Sama Inc.,SME,,,,,,,
1380,Samco Gold Limited,SGA,,,,,,,
1381,Samoth Oilfield Inc.,SCD,,,,,,,
1382,San Marco Resources Inc,SMN,,,,,,,
1383,Sanatana Resources Inc.,STA,,,,,,,
1384,Sandfire Resources America Inc.,SFR,,,,,,,
1385,Sandspring Resources Ltd.,SSP,,,,,,,
1386,Sangoma Technologies Corporation,STC,,,,,,,
1387,Sanibel Ventures Corp.,SBEL.P,,,,,,,
1388,Santacruz Silver Mining Ltd.,SCZ,,,,,,,
1389,Sarama Resources Ltd.,SWA,,,,,,,
1390,Sarment Holding Limited,SAIS,,,,,,,
1391,Satori Resources Inc.,BUD,,,,,,,
1392,Saturn Oil & Gas Inc.,SOIL,,,,,,,
1393,Savanna Capital Corp.,SAC.P,,,,,,,
1394,Saville Resources Inc.,SRE,,,,,,,
1395,Schooner Capital Corp.,SCH.P,,,,,,,
1396,Scorpio Gold Corporation,SGN,,,,,,,
1397,Scottie Resources Corp.,SCOT,,,,,,,
1398,ScoZinc Mining Ltd.,SZM,,,,,,,
1399,Search Minerals Inc.,SMY,,,,,,,
1400,Searchlight Resources Inc.,SCLT,,,,,,,
1401,Seashore Resources Partners Corp.,SSH.P,,,,,,,
1402,Secova Metals Corp.,SEK,,,,,,,
1403,Sego Resources Inc,SGZ,,,,,,,
1404,Select Sands Corp.,SNS,,,,,,,
1405,Sennen Potash Corporation,SN,,,,,,,
1406,Serengeti Resources Inc.,SIR,,,,,,,
1407,Sernova Corp.,SVA,,,,,,,
1408,Seven Aces Limited,ACES,,,,,,,
1409,ShaMaran Petroleum Corp,SNM,,,,,,,
1410,Shaw Communications Inc. cl A Part,SJR.A,,,,,,,
1411,Sherpa II Holdings Corp.,SHRP.P,,,,,,,
1412,Shine Minerals Corp.,SMR,,,,,,,
1413,Shooting Star Acquisition Corp.,SSSS.P,,,,,,,
1414,Shoshoni Gold Ltd.,SHJ,,,,,,,
1415,Sienna Resources Inc.,SIE,,,,,,,
1416,Sigma Lithium Resources Corporation,SGMA,,,,,,,
1417,Signature Resources Ltd.,SGU,,,,,,,
1418,Silver Grail Resources Ltd.,SVG,,,,,,,
1419,Silver Mountain Mines Inc.,SMM,,,,,,,
1420,Silver One Resources Inc.,SVE,,,,,,,
1421,Silver Predator Corp.,SPD,,,,,,,
1422,Silver Range Resources Ltd.,SNG,,,,,,,
1423,Silver Spruce Resources Inc.,SSE,,,,,,,
1424,Silver Viper Minerals Corp.,VIPR,,,,,,,
1425,SilverCrest Metals Inc.,SIL,,,,,,,
1426,Simba Essel Energy Inc.,SMB,,,,,,,
1427,Sintana Energy Inc.,SEI,,,,,,,
1428,SIQ Mountain Industries Inc.,SIQ,,,,,,,
1429,Sirios Resources Inc.,SOI,,,,,,,
1430,Sirona Biochem Corp,SBM,,,,,,,
1431,Siyata Mobile Inc.,SIM,,,,,,,
1432,Skeena Resources Limited,SKE,,,,,,,
1433,Sky Gold Corp.,SKYG,,,,,,,
1434,Skychain Technologies Inc.,SCT,,,,,,,
1435,Skyharbour Resources Ltd.,SYH,,,,,,,
1436,Skyscape Capital Inc.,SKY.P,,,,,,,
1437,SLAM Exploration Ltd,SXL,,,,,,,
1438,Smart Employee Benefits Inc.,SEB,,,,,,,
1439,SmartCool Systems Inc.,SSC,,,,,,,
1440,Smartset Services Inc.,SMAR.P,,,,,,,
1441,Smooth Rock Ventures Corp.,SOCK,,,,,,,
1442,Snipp Interactive Inc.,SPN,,,,,,,
1443,Société d'exploration minière Vior Inc.,VIO,,,,,,,
1444,Softrock Minerals Ltd,SFT,,,,,,,
1445,Sokoman Minerals Corp.,SIC,,,,,,,
1446,Solar Alliance Energy Inc.,SOLR,,,,,,,
1447,Solarvest BioEnergy Inc,SVS,,,,,,,
1448,SolidusGold Inc.,SDC,,,,,,,
1449,Solstice Gold Corp.,SGC,,,,,,,
1450,Solution Financial Inc.,SFI,,,,,,,
1451,Sonor Investments Limited 9% cum red 1st prf,SNI.PR.A,,,,,,,
1452,Sonora Gold & Silver Corp,SOC,,,,,,,
1453,Sonoro Energy Ltd.,SNV,,,,,,,
1454,Sonoro Metals Corp,SMO,,,,,,,
1455,South Star Mining Corp.,STS,,,,,,,
1456,Southern Arc Minerals Inc.,SA,,,,,,,
1457,Southern Energy Corp.,SOU,,,,,,,
1458,Southern Silver Exploration Corp,SSV,,,,,,,
1459,Spackman Equities Group Inc.,SQG,,,,,,,
1460,Spanish Mountain Gold Ltd,SPA,,,,,,,
1461,Sparta Capital Ltd.,SAY,,,,,,,
1462,Sparton Resources Inc,SRI,,,,,,,
1463,Specialty Liquid Transportation Corp.,SLT,,,,,,,
1464,Spectra Inc,SSA,,,,,,,
1465,Sphinx Resources Ltd.,SFX,,,,,,,
1466,Spirit Banner Capital Corp.,SBCC.P,,,,,,,
1467,Spirit Banner II Capital Corp.,SBTC.P,,,,,,,
1468,Sportscene Group Inc. cl A mv,SPS.A,,,,,,,
1469,Spot Coffee (Canada) Ltd.,SPP,,,,,,,
1470,Spruce Ridge Resources Ltd.,SHL,,,,,,,
1471,Spyder Cannabis Inc.,SPDR,,,,,,,
1472,SQI Diagnostics Inc,SQD,,,,,,,
1473,SRG Graphite Inc.,SRG,,,,,,,
1474,Stakeholder Gold Corp.,SRC,,,,,,,
1475,Stampede Drilling Inc.,SDI,,,,,,,
1476,Stamper Oil & Gas Corp.,STMP,,,,,,,
1477,Standard Lithium Ltd.,SLL,,,,,,,
1478,Stans Energy Corp,HRE,,,,,,,
1479,Starlight U.S. Multi-Family (No. 1) Class A,SUVA.A,,,,,,,
1480,Starlight U.S. Multi-Family (No. 1) Class U,SUVA.U,,,,,,,
1481,Starr Peak Exploration Ltd.,STE,,,,,,,
1482,Stellar AfricaGold Inc.,SPX,,,,,,,
1483,Stelmine Canada Ltd.,STH,,,,,,,
1484,Storagevault Canada Inc,SVI,,,,,,,
1485,Strata-X Energy Ltd.,SXE,,,,,,,
1486,Stratabound Minerals Corp.,SB,,,,,,,
1487,Strategem Capital Corporation,SGE,,,,,,,
1488,Strategic Metals Ltd.,SMD,,,,,,,
1489,Strategic Resources Inc.,SR,,,,,,,
1490,Stria Lithium Inc.,SRA,,,,,,,
1491,Strikepoint Gold Inc.,SKP,,,,,,,
1492,Strikewell Energy Corp,SKK,,,,,,,
1493,Strongbow Exploration Inc.,SBW,,,,,,,
1494,Stroud Resources Ltd.,SDR,,,,,,,
1495,Stuhini Exploration Ltd.,STU,,,,,,,
1496,Sugarbud Craft Growers Corp.,SUGR,,,,,,,
1497,Sugarbud Craft Growers Corp. wt 12sep2023,SUGR.WT,,,,,,,
1498,Summus Solutions N.V.,SS,,,,,,,
1499,Sun Metals Corp.,SUNM,,,,,,,
1500,Sunora Foods Inc.,SNF,,,,,,,
1501,Sunset Pacific Petroleum Ltd,SPK,,,,,,,
1502,Sunshine Agri-Tech Inc.,SAI,,,,,,,
1503,Superior Gold Inc.,SGI,,,,,,,
1504,Surge Copper Corp.,SURG,,,,,,,
1505,Surge Exploration Inc.,SUR,,,,,,,
1506,Sustainco Inc.,SMS,,,,,,,
1507,Sylogist Ltd.,SYZ,,,,,,,
1508,Synstream Energy Corp.,SHM,,,,,,,
1509,Tailwind Capital Corporation,TW.P,,,,,,,
1510,Tajiri Resources Corp.,TAJ,,,,,,,
1511,Tango Mining Limited,TGV,,,,,,,
1512,Taranis Resources Inc.,TRO,,,,,,,
1513,Target Capital Inc.,TCI,,,,,,,
1514,Targeted Microwave Solutions Inc.,TMS,,,,,,,
1515,Tarku Resources Ltd.,TKU,,,,,,,
1516,Telo Genomics Corp.,TELO,,,,,,,
1517,Telson Mining Corporation,TSN,,,,,,,
1518,Tembo Gold Corp.,TEM,,,,,,,
1519,Tenth Avenue Petroleum Corp.,TPC,,,,,,,
1520,Teras Resources Inc.,TRA,,,,,,,
1521,Terra Firma Capital Corporation,TII,,,,,,,
1522,Terrace Energy Corp.,TZR,,,,,,,
1523,Terrace Energy Corp. Deb,TZR.DB,,,,,,,
1524,Terraco Gold Corp.,TEN,,,,,,,
1525,Terrax Minerals Inc,TXR,,,,,,,
1526,Tesoro Minerals Corp.,TES,,,,,,,
1527,Tethyan Resources PLC,TETH,,,,,,,
1528,Tetra Bio-Pharma Inc.,TBP,,,,,,,
1529,Tetra Bio-Pharma Inc. wt ex 05Mar2021,TBP.WT,,,,,,,
1530,Teuton Resources Corp,TUO,,,,,,,
1531,The Alkaline Water Company Inc.,WTER,,,,,,,
1532,The Flowr Corporation,FLWR,,,,,,,
1533,The Mint Corporation,MIT,,,,,,,
1534,The Westaim Corporation,WED,,,,,,,
