Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
1151,HarvestTechAchGrowUS,HTA.U,11.66,,,,,,
1152,HarvestTechAchvGrw A,HTA,11.49,,,,,,
1153,HarvestUS Eq+ Un USF,HUL.U,nan,nan,nan,nan,,,
1154,HarvestUS Eqty+ A Un,HUL,7.68,,,,,,
1155,Headwater Expl Inc.,HWX,1.21,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1156,Healthcare SpecOp Un,MDS.UN,11.87,Financial Services,Asset Management,Open-End Investment Funds(525910),,,
1157,Helius Med Tech A J,HSM,0.68,Healthcare,Medical Devices & Instruments,In-Vitro Diagnostic Substance Manufacturing(325413),,,
1158,Helix BioPharma,HBP,0.97,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1159,Heroux-Devtek Inc.,HRX,9.64,Industrials,Aerospace & Defense,Other Aircraft Parts and Auxiliary Equipment Manufacturing(336413),,,
1160,HEXO Corp.,HEXO,0.94,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
1161,High Arctic Engy Inc,HWO,0.65,Energy,Oil & Gas,Drilling Oil and Gas Wells(213111),,,
1162,High Liner Foods Inc,HLF,6.49,Consumer Defensive,Consumer Packaged Goods,Seafood Product Preparation and Packaging(311710),,,
1163,HLS Therapeutics J,HLS,19.95,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
1164,Home Capital Group,HCG,19.25,Financial Services,Banks,Credit Card Issuing(522210),,,
1165,Horizn ActCdnMunBd E,HMP,10.14,,,,,,
1166,Horizn ActFltgPref E,HFP,6.33,,,,,,
1167,Horizn ActvFltLoan E,HSL,9.01,,,,,,
1168,Horizn China DivA Un,HCN,19.49,,,,,,
1169,Horizn LadrdCA PrShr,HLPR,nan,nan,nan,nan,,,
1170,Horizn MgeGlb Opp E,HGM,9.97,,,,,,
1171,Horizn PplnEngyServA,HOG,5.92,,,,,,
1172,Horizn S&P500CA Hegd,HSH,nan,nan,nan,nan,,,
1173,Horizn S&PCapEngyIdx,HXE,nan,nan,nan,nan,,,
1174,Horizn S&PCapFin Idx,HXF,nan,nan,nan,nan,,,
1175,Horizn US7-10TreasBd,HTB,nan,nan,nan,nan,,,
1176,Horizn US7-10YrTreas,HTH,nan,nan,nan,nan,,,
1177,HoriznBigDataHrdwr A,HBGD,24.40,,,,,,
1178,HoriznBigDataHrdwrUS,HBGD.U,18.00,,,,,,
1179,HoriznEURO STOX50SHR,HXX,nan,nan,nan,nan,,,
1180,HoriznUS7-10TreaBdUS,HTB.U,nan,nan,nan,nan,,,
1181,Horizon ActiveGlbl E,HAF,7.19,,,,,,
1182,Horizon ActUltST Bnd,HFR,9.80,,,,,,
1183,Horizon ActvCdnBndUn,HAD,10.81,,,,,,
1184,Horizon ActvEmrgDvUn,HAJ,10.34,,,,,,
1185,Horizon Cdn Insdr Un,HII,8.91,,,,,,
1186,Horizon Cdn SlctUniv,HBB,nan,nan,nan,nan,,,
1187,Horizon CorpBnd E Un,HAB,11.00,,,,,,
1188,Horizon GlblDiv E Un,HAZ,22.95,,,,,,
1189,Horizon GlbSustLdr A,ETHI,32.85,,,,,,
1190,Horizon GlbUranium A,HURA,nan,nan,nan,nan,,,
1191,Horizon GrowTRI A Un,HGRO,nan,nan,nan,nan,,,
1192,Horizon HighYldBnd E,HYI,8.60,,,,,,
1193,Horizon Incm Eq E Un,HEX,5.25,,,,,,
1194,Horizon IncmEq CAD E,HEA,15.12,,,,,,
1195,Horizon IncmEq USD E,HEA.U,10.87,,,,,,
1196,Horizon InovestCdnEq,INOC,9.45,,,,,,
1197,Horizon LrgCapIdx US,HULC.U,68.95,,,,,,
1198,Horizon MornstrHdg E,HHF,14.15,,,,,,
1199,Horizon NASDAQ100 US,HXQ.U,nan,nan,nan,nan,,,
1200,Horizon NASDAQ100SHR,HXQ,nan,nan,nan,nan,,,
1201,Horizon Nth Logstc J,HNL,0.60,Industrials,Business Services,Commercial Gravure Printing(323111),,,
1202,Horizon Pref Cl E Un,HPR,6.57,,,,,,
1203,Horizon Robot&Aut US,RBOT.U,17.18,,,,,,
1204,Horizon S&P/TSX60,HXT,nan,nan,nan,nan,,,
1205,Horizon S&P/TSX60 US,HXT.U,nan,nan,nan,nan,,,
1206,Horizon S&P500 US Sh,HXS.U,nan,nan,nan,nan,,,
1207,Horizon Seasonl E Un,HAC,18.99,,,,,,
1208,Horizon US$ Cur A Un,DLR,13.73,,,,,,
1209,Horizon US$Cur A USF,DLR.U,10.11,,,,,,
1210,Horizons ActvEmrgBnd,HEMB,9.48,,,,,,
1211,Horizons ActvUSDiv E,HAU,13.77,,,Open-End Investment Funds(526910),,,
1212,Horizons ActvUSDivUS,HAU.U,9.63,,,Open-End Investment Funds(526910),,,
1213,Horizons AI GlblEq A,MIND,22.40,,,,,,
1214,Horizons Bal TRI A,HBAL,11.05,,,,,,
1215,Horizons Cdn Div E,HAL,15.44,,,,,,
1216,Horizons CdnHiDivShr,HXH,nan,nan,nan,nan,,,
1217,Horizons ConservTRI,HCON,11.21,,,,,,
1218,Horizons CrudOil ETF,HUC,nan,nan,nan,nan,,,
1219,Horizons CshMaxShare,HSAV,100.37,,,,,,
1220,Horizons EqlCA REIT,HCRE,nan,nan,nan,nan,,,
1221,Horizons EqlCdaBanks,HEWB,nan,nan,nan,nan,,,
1222,Horizons GlbCurrency,HARC,20.35,,,,,,
1223,Horizons GlbRskPar E,HRA,10.00,,,,,,
1224,Horizons GldYld E Un,HGY,5.56,,,,,,
1225,Horizons Gold ETF,HUG,nan,nan,nan,nan,,,
1226,Horizons Gold Prod E,HEP,34.80,,,,,,
1227,Horizons Incm Engy E,HEE,4.25,,,,,,
1228,Horizons Incm Fin E,HEF,6.64,,,,,,
1229,Horizons Indust A Un,FOUR,33.88,,,,,,
1230,Horizons Intl Eqty E,HEJ,4.82,,,,,,
1231,Horizons IntlMktEqUS,HXDM.U,nan,nan,nan,nan,,,
1232,Horizons IntlMkts Eq,HXDM,nan,nan,nan,nan,,,
1233,Horizons Marij Lfe A,HMMJ,7.55,,,,,,
1234,Horizons Marij US,HMMJ.U,5.76,,,,,,
1235,Horizons NatGasYld E,HNY,8.80,,,,,,
1236,Horizons NatrlGasETF,HUN,nan,nan,nan,nan,,,
1237,Horizons Robotc&Auto,RBOT,24.07,,,,,,
1238,Horizons S&P500 Shr,HXS,nan,nan,nan,nan,,,
1239,Horizons Silver ETF,HUZ,nan,nan,nan,nan,,,
1240,Horizons UltST BndUS,HUF.U,9.85,,,,,,
1241,Horizons UltST USBnd,HUF,13.61,,,,,,
1242,HorizonsS&PTSXCapIdx,HXCN,21.85,,,,,,
1243,HorizonsUS LrgCapIdx,HULC,95.30,,,,,,
1244,Horizonte Min Ord J,HZM,nan,nan,nan,nan,,,
1245,Hudbay Minerals Inc.,HBM,3.82,Basic Materials,Metals & Mining,"Copper Rolling, Drawing, Extruding and Alloying(331420)",,,
1246,Husky Energy Inc.,HSE,4.07,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1247,Husky Energy Sr 1 Pr,HSE.PR.A,6.16,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1248,Husky Energy Sr 2 Pr,HSE.PR.B,6.15,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1249,Husky Energy Sr 3 Pr,HSE.PR.C,10.65,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1250,Husky Energy Sr 5 Pr,HSE.PR.E,11.00,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1251,Husky Energy Sr 7 Pr,HSE.PR.G,10.38,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1252,Hut 8 Mining Corp J,HUT,1.79,Financial Services,Capital Markets,Miscellaneous Financial Investment Activities(523999),,,
1253,Hydro One Limited,H,26.35,Utilities,Utilities - Regulated,Electric Power Distribution(221122),,,
1254,IA Claring Core Fnd,ICPB,9.94,,,,,,
1255,IA Claring Emerg Fnd,IEMB,9.13,,,,,,
1256,IA ClaringtnGlbAllUn,IGAF,10.63,,,,,,
1257,IA ClaringtnStrtegic,ISIF,8.91,,,,,,
1258,IA Clarington GlbBnd,IGLB,9.14,,,,,,
1259,IA ClaringtonFltg Un,IFRF,9.26,,,,,,
1260,iA Financial Corp.,IAG,43.665,Financial Services,Insurance,All Other Insurance Related Activities(524298),,,
1261,Iamgold Corporation,IMG,5.195,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1262,IBI GROUP 5.5% Deb,IBG.DB.D,nan,nan,nan,nan,,,
1263,IBI Group Inc.,IBG,4.44,Industrials,Construction,Architectural Services(541310),,,
1264,iFabric Corp. J,IFA,5.48,Consumer Cyclical,Manufacturing - Apparel & Accessories,WomenÃƒÂ¢Ã‚Â€Ã‚Â™s(315240),,,
1265,IGM Financial Inc.,IGM,33.33,Financial Services,Asset Management,Portfolio Management(523920),,,
1266,Imperial Metals Corp,III,1.84,Basic Materials,Metals & Mining,"Copper Rolling, Drawing, Extruding and Alloying(331420)",,,
1267,Imperial Oil Ltd.,IMO,22.08,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1268,IMV Inc. J,IMV,4.18,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1269,Income Fin Tr Un,INC.UN,5.70,Financial Services,Asset Management,Portfolio Management(523920),,,
1270,Indigo Books & Music,IDG,1.33,Consumer Cyclical,Retail - Cyclical,All Other Miscellaneous Store Retailers (except Tobacco Stores)(453998),,,
1271,Indstrl AlliancePr B,IAF.PR.B,20.51,Financial Services,Insurance,All Other Insurance Related Activities(524298),,,
1272,Indstrl AlliancePr G,IAF.PR.G,15.00,Financial Services,Insurance,All Other Insurance Related Activities(524298),,,
1273,Indstrl AlliancePr I,IAF.PR.I,16.35,Financial Services,Insurance,All Other Insurance Related Activities(524298),,,
1274,Info Serv Corp. A LV,ISV,14.50,Industrials,Business Services,All Other Business Support Services(561499),,,
1275,InMed Pharmaceu J Wt,IN.WT,nan,nan,nan,nan,,,
1276,InMed Pharmaceutcl J,IN,0.36,Healthcare,Biotechnology,Medicinal and Botanical Manufacturing(325411),,,
1277,Innergex Renew Engy,INE,18.52,Utilities,Utilities - Independent Power Producers,Hydroelectric Power Generation(221111),,,
1278,Innergex Renew Pr A,INE.PR.A,12.65,Utilities,Utilities - Independent Power Producers,Hydroelectric Power Generation(221111),,,
1279,Innergex Renew Pr C,INE.PR.C,23.20,Utilities,Utilities - Independent Power Producers,Hydroelectric Power Generation(221111),,,
1280,Innergex Renew4.65Db,INE.DB.C,nan,nan,nan,nan,,,
1281,Innergex Renew4.75Db,INE.DB.B,nan,nan,nan,nan,,,
1282,Inovalis REIT Un,INO.UN,6.88,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
1283,InPlay Oil Corp. J,IPO,0.17,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1284,INSCAPE Corp Cl B SV,INQ,0.51,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Wood Office Furniture Manufacturing(337211),,,
1285,Intact Fin A Ser 1,IFC.PR.A,11.00,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
1286,Intact Fin A Ser 3,IFC.PR.C,13.90,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
1287,Intact Fin A Ser 4,IFC.PR.D,13.57,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
1288,Intact Fin A Ser 5,IFC.PR.E,23.34,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
1289,Intact Fin A Ser 9,IFC.PR.I,24.10,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
1290,Intact Fin A Sr 6 Pr,IFC.PR.F,23.54,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
1291,Intact Fin A Sr 7 Pr,IFC.PR.G,14.85,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
1292,Intact Fin Corp.,IFC,130.44,Financial Services,Insurance,Direct Property and Casualty Insurance Carriers(524126),,,
1293,IntelliPharma Intl J,IPCI,0.195,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1294,Inter Pipeline Ltd.,IPL,12.54,Energy,Oil & Gas,All Other Support Activities for Transportation(488999),,,
1295,Interfor Corporation,IFP,9.68,Basic Materials,Forest Products,All Other Miscellaneous Wood Product Manufacturing(321999),,,
1296,Intermap Technology,IMP,0.17,Technology,Software,Software Publishers(511210),,,
1297,InterRent REIT Un J,IIP.UN,14.44,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
1298,Intertape Polymer,ITP,12.43,Consumer Cyclical,Packaging & Containers,Plastics Packaging Film and Sheet (including Laminated) Manufacturing(326112),,,
1299,Int'l Pete Corp.,IPCO,2.27,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1300,Int'l Tower Hill J,ITH,1.79,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1301,INV Metals Inc. J,INV,0.63,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1302,Invesc FTSERAF GlbCA,PZW,22.87,,,,,,
1303,InvescFTSE USFnd2 CA,PXS,25.79,,,,,,
1304,Invesco 1-3YrLadFltg,PFL,19.82,,,,,,
1305,Invesco 500LowVol CA,ULV.C,24.98,,,,,,
1306,Invesco 500LowVol US,ULV.U,18.24,,,,,,
1307,Invesco Cdn Div Un,PDC,23.22,,,,,,
1308,Invesco Cdn Pr Un,PPS,11.64,,,,,,
1309,Invesco CorpBndCA$Hg,PFH.F,18.65,,,,,,
1310,Invesco FTSE ETF2 US,PXS.U,17.71,,,,,,
1311,Invesco FTSE Glb+ US,PXG.U,14.49,,,,,,
1312,Invesco FTSE Glb+ETF,PXG,20.92,,,,,,
1313,Invesco FTSE RAFICdn,PXC,22.38,,,,,,
1314,Invesco FTSE Sml-Md,PZW.F,15.20,,,,,,
1315,Invesco GlbShrhldrCA,PSY,22.53,,,,,,
1316,Invesco GlbShrhldrUS,PSY.U,15.74,,,,,,
1317,Invesco LowVolPortfl,PLV,20.97,,,,,,
1318,Invesco QQQ CA$Hg,QQC.F,80.17,,,,,,
1319,Invesco REIT Incm CA,REIT,18.52,,,,,,
1320,Invesco S&P EmrgMkts,ELV,16.45,,,,,,
1321,Invesco S&P500 EqWgt,EQL,21.17,,,,,,
1322,Invesco S&P500Eq USF,EQL.U,15.31,,,,,,
1323,Invesco S&P500EqCA-H,EQL.F,19.15,,,,,,
1324,Invesco S&P500ESG Un,ESG,nan,nan,nan,nan,,,
1325,Invesco SeniorLoanCA,BKL.C,18.29,,,,,,
1326,Invesco SeniorLoanUS,BKL.U,13.30,,,,,,
1327,Invesco SnrLoanCAheg,BKL.F,17.02,,,,,,
1328,Invesco TactBond Un,PTB,19.61,,,,,,
1329,Invesco1-5CorpBnd Un,PSB,18.17,,,,,,
1330,Invesco500LowVolCAHg,ULV.F,37.51,,,,,,
1331,InvescoCompVltlty Un,TLV,25.49,,,,,,
1332,InvescoFTSE US CA-Hg,PXU.F,35.17,,,,,,
1333,InvescoFTSERAF GlbUS,PZW.U,19.20,,,,,,
1334,InvescoLddrRtO-5YrUS,USB.U,17.67,,,,,,
1335,InvescoLddrRtUS0-5Yr,USB,24.38,,,,,,
1336,InvescoS&P500ESG Heg,ESG.F,nan,nan,nan,nan,,,
1337,InvescoS&PIntl LwVol,ILV,21.26,,,,,,
1338,InvescoS&PIntlDvVlCA,ILV.F,18.74,,,,,,
1339,Invesque 5% Deb USF,IVQ.DB.U,nan,nan,nan,nan,,,
1340,Invesque 6% Deb USF,IVQ.DB.V,nan,nan,nan,nan,,,
1341,Invesque Inc.,IVQ,2.82,Healthcare,Healthcare Providers & Services,New Housing Operative Builders(236117),,,
1342,Invesque Inc. USF,IVQ.U,2.03,Healthcare,Healthcare Providers & Services,New Housing Operative Builders(236117),,,
1343,InvscoFTSE CA Sml-Md,PZC,18.51,,,,,,
1344,IPL Plastics Inc.,IPLP,4.88,Consumer Cyclical,Packaging & Containers,Packaging and Labeling Services(561910),,,
1345,iShare Cdn HYBrd Bnd,XHB,20.49,,,,,,
1346,iShare Cdn RlRet Bnd,XRB,25.68,,,,,,
1347,iShare CorMSCICdnDiv,XDIV,17.70,,,,,,
1348,iShare Divrs Mo Incm,XTR,10.18,,,,,,
1349,iShare Glbl Hlthcare,XHC,54.84,,,,,,
1350,iShare GldBul Nn-Hdg,CGL.C,20.41,,,,,,
1351,iShare GldBulHdgd Un,CGL,14.55,,,,,,
1352,iShare HighCdnBnd Un,XQB,21.85,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
1353,iShare Jantzi Social,XEN,22.00,,,,,,
1354,iShare MSCI EAFE Idx,XIN,24.18,,,,,,
1355,iShare MSCI EmergMkt,XEM,29.10,,,,,,
1356,iShare MSCI World Un,XWD,53.58,,,,,,
1357,iShare MSCIMinVlEAFE,XMI,34.77,,,,,,
1358,iShare NASDAQ 100 Un,XQQ,75.95,,,,,,
1359,iShare S&P CnsmrDscr,XCD,36.13,,,,,,
1360,iShare S&P/TSX Matrl,XMA,16.39,,,,,,
1361,IShare SP/TSX SmlCap,XCS,12.42,,,,,,
1362,iShare US DivGrow Un,CUD,38.28,,,,,,
1363,iShare US HighDiv Eq,XHD,25.78,,,,,,
1364,iShare US IG CorpBnd,XIG,24.94,,,,,,
1365,iShareESG AdvMSCI CA,XCSR,44.35,,,,,,
1366,iShares Cdn Corp Bnd,XCB,21.94,,,,,,
1367,iShares Cdn Govt Bnd,XGB,23.27,,,,,,
1368,iShares Cdn Growth,XCG,36.45,,,,,,
1369,iShares Cdn Slct Div,XDV,20.69,,,,,,
1370,iShares Cdn Value Un,XCV,21.13,,,,,,
1371,iShares CdnFinMo Un,FIE,5.68,,,,,,
1372,iShares CdnPref Un,CPD,10.24,,,,,,
1373,iShares China Index,XCH,25.81,,,,,,
1374,iShares Consumr Stpl,XST,61.85,,,,,,
1375,iShares ConvBond Un,CVD,16.61,,,,,,
1376,iShares Core Grow Un,XGRO,20.56,,,,,,
1377,iShares Core S&P 500,XSP,33.40,,,,,,
1378,iShares CoreBal Un,XBAL,23.21,,,,,,
1379,iShares CoreSP500Idx,XUS,51.80,,,,,,
1380,iShares EqWeight Un,CEW,10.32,,,,,,
1381,iShares Fltg Rate Un,XFR,20.07,,,,,,
1382,iShares GlbInfras Un,CIF,23.75,,,,,,
1383,iShares GlblAgri Un,COW,36.42,,,,,,
1384,iShares GlblMoDiv Un,CYH,16.25,,,,,,
1385,iShares GlblRlEst Un,CGR,27.34,,,,,,
1386,iShares GlblWater Un,CWW,38.17,,,,,,
1387,iShares India Idx Un,XID,30.81,,,,,,
1388,iShares MoneyMkt Un,CMR,50.01,,,,,,
1389,iShares S&P/TSX Engy,XEG,5.12,,,,,,
1390,iShares S&P/TSX Fins,XFN,32.01,,,,,,
1391,iShares S&P/TSX Gold,XGD,20.62,,,,,,
1392,iShares S&P/TSX REIT,XRE,14.56,,,,,,
1393,iShares S&P/TSX Tech,XIT,36.51,,,,,,
1394,iShares S&P/TSX Util,XUT,25.74,,,,,,
1395,iShares S&P/TSX60 Un,XIU,23.12,,,,,,
1396,iShares ST CdnBnd Un,XSQ,19.93,,,,,,
1397,iShares US HiYld Bnd,XHY,17.87,,,,,,
1398,iShares US Small Cap,XSU,28.75,,,,,,
1399,iSharesCorIncmBal Un,XINC,20.60,,,,,,
1400,iShr Cdn Univers Bnd,XBB,33.07,,,,,,
1401,iShr CdnDivAristo Un,CDZ,22.15,,,,,,
1402,iShr Consv ShStgyFxd,XSC,19.51,,,,,,
1403,iShr Consv Stgy Incm,XSE,20.98,,,,,,
1404,iShr Core EmrgMktIMI,XEC,24.10,,,,,,
1405,iShr CoreCdnLT BndUn,XLB,26.85,,,,,,
1406,iShr CoreCdnShMplBnd,XSH,19.45,,,,,,
1407,iShr CoreConservBal,XCNS,20.57,,,,,,
1408,iShr CoreMSCI AC Wex,XAW,26.52,,,,,,
1409,iShr CoreMSCI ACWXUS,XAW.U,18.98,,,,,,
1410,iShr CoreMSCI IMI US,XEF.U,20.77,,,,,,
1411,iShr CoreMSCI USQuDv,XDU,21.63,,,,,,
1412,iShr CoreS&P500IdxUS,XUS.U,38.40,,,,,,
1413,iShr CoreSP/TSX Comp,XIC,24.34,,,,,,
1414,iShr CorGlbDivCA-Heg,XDGH,19.66,,,,,,
1415,iShr CorMSCI GlblDiv,XDG,19.69,,,,,,
1416,iShr CorMSCIEAFE IMI,XEF,28.87,,,,,,
1417,iShr CorS&P US MktUn,XUU,31.16,,,,,,
1418,iShr CorS&P USMkt US,XUU.U,22.76,,,,,,
1419,iShr EdgMSCI US Qual,XQLT,nan,nan,nan,nan,,,
1420,iShr EdgMSCI USAValu,XVLU,nan,nan,nan,nan,,,
1421,iShr EdgMSCIUS Momnt,XMTM,nan,nan,nan,nan,,,
1422,iShr EgMinVl USA C-H,XMS,26.80,,,,,,
1423,iShr EgMinVlEAFE C-H,XML,21.79,,,,,,
1424,iShr EgMinVolGlb C-H,XMY,24.19,,,,,,
1425,iShr ESG AdvMSCI USA,XUSR,43.42,,,,,,
1426,iShr ESG AwrMSCI CA,XESG,18.62,,,,,,
1427,iShr ESG CA AggrBnd,XSAB,21.19,,,,,,
1428,iShr ESG Cdn ST Bond,XSTB,20.43,,,,,,
1429,iShr JP USD Emrg Mkt,XEB,19.20,,,,,,
1430,iShr MinVol EmrgMkt,XMM,25.41,,,,,,
1431,iShr MSCI EAFE CA-HG,XFF,21.59,,,,,,
1432,iShr MSCI EU IMI CAD,XEH,22.89,,,,,,
1433,iShr MSCI EU IMI Idx,XEU,22.10,,,,,,
1434,iShr MSCI MinVol USA,XMU,56.91,,,,,,
1435,iShr MSCI MinVolCda,XMV,28.41,,,,,,
1436,iShr MSCI MinVolGlbl,XMW,43.12,,,,,,
1437,iShr MSCIMinVol USF,XMU.U,41.08,,,,,,
1438,iShr MSCIMultfacEAFE,XFI,20.93,,,,,,
1439,iShr MSCIMultfactrCA,XFC,21.41,,,,,,
1440,iShr S&P US MidCapUn,XMC,18.74,,,,,,
1441,iShr S&P US SmlCapUn,XSMC,nan,nan,nan,nan,,,
1442,iShr S&P USMdCpCADHG,XMH,16.83,,,,,,
1443,iShr S&P/TSX Cmpletn,XMD,22.75,,,,,,
1444,iShr S&P/TSX HiDivUn,XEI,17.23,,,,,,
1445,iShr S&PTSX NA PrStk,XPF,14.82,,,,,,
1446,iShr ShDuratn HighUn,CSD,16.34,,,,,,
1447,iShr Sil Bul Hdgd Un,SVR,9.51,,,,,,
1448,iShr Sil Bul Nn-Hdgd,SVR.C,9.96,,,,,,
1449,iShr SP Glbl Indstrl,XGI,29.05,,,,,,
1450,iShr SP/TSXGblBseMtl,XBM,9.08,,,,,,
1451,iShr ST StratgFxd Un,XSI,18.39,,,,,,
1452,iShr US HiDiv EqtyUn,XHU,23.45,,,,,,
1453,iShr US HiYldIncm Un,CHB,16.74,,,,,,
1454,iShrCorMSCI EmrMktUS,XEC.U,nan,nan,nan,nan,,,
1455,iShrCorMSCI GlbDivUS,XDG.U,14.51,,,,,,
1456,iShrCorMSCI USQuDvUS,XDU.U,15.87,,,,,,
1457,iShrCorUS DivCADHg,XDUH,20.45,,,,,,
1458,iShrCrMSCI EAFEIMIHG,XFH,21.46,,,,,,
1459,iShre 1-10CorpBnd Un,CBH,19.12,,,,,,
1460,iShre 1-10GovtBnd Un,CLG,19.20,,,,,,
1461,iShre 1-5 CorpBnd Un,CBO,18.79,,,,,,
1462,iShre 1-5 GovtBnd Un,CLF,18.32,,,,,,
1463,iShre Cdn Sh Trm Bnd,XSB,28.10,,,,,,
1464,iShre CoreS&P US Mkt,XUH,26.48,,,,,,
1465,iShrEdMSCI MulFtrUSF,XFS.U,18.64,,,,,,
1466,iShrESG AdvMSCI EAFE,XDSR,42.29,,,,,,
1467,iShrESG Awr MSCI USA,XSUS,22.61,,,,,,
1468,iShrESG AwrMSCI EAFE,XSEA,19.22,,,,,,
1469,iShrESG AwrMSCI Mkts,XSEM,18.20,,,,,,
1470,iShrMSCIMultiftr USA,XFS,27.82,,,,,,
1471,iShrMSCIMultiUSA C-H,XFA,25.98,,,,,,
1472,iShrs CoreEqPortf Un,XEQT,20.26,,,,,,
1473,iShrS&P US Mid-CapUS,XMC.U,13.56,,,,,,
1474,iShrS&P US SmlCpC-Hg,XSMH,nan,nan,nan,nan,,,
1475,Ivanhoe Mines Cl A J,IVN,3.14,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1476,Jaguar Mining Inc. J,JAG,0.395,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1477,Jamieson Wellness,JWEL,32.28,Consumer Defensive,Consumer Packaged Goods,All Other Miscellaneous Food Manufacturing(311999),,,
1478,JFT Strategies A Un,JFS.UN,nan,nan,nan,nan,,,
1479,Josemaria Res Inc. J,JOSE,0.70,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1480,Journey Energy Inc.,JOY,0.55,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
1481,June 2020CorpBnd 'T',CBT.UN,nan,nan,nan,nan,,,
1482,Just Energy 6.75 Deb,JE.DB.D,nan,nan,nan,nan,,,
1483,Just Energy 8.5Pr US,JE.PR.U,1.64,Utilities,Utilities - Regulated,Natural Gas Distribution(221210),,,
1484,Just Energy Group,JE,0.54,Utilities,Utilities - Regulated,Natural Gas Distribution(221210),,,
1485,Just Engy Grp 6.75Db,JE.DB.C,nan,nan,nan,nan,,,
1486,Karnalyte Res J,KRN,0.15,Basic Materials,Agriculture,Pesticide and Other Agricultural Chemical Manufacturing(325320),,,
1487,Katanga Mining Ltd.,KAT,0.16,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",,,
1488,K-Bro Linen Inc.,KBL,29.24,Industrials,Business Services,Drycleaning and Laundry Services (except Coin-Operated)(812320),,,
1489,Keg Royalties Fnd Un,KEG.UN,8.38,Consumer Cyclical,Restaurants,Full-Service Restaurants(722511),,,
1490,Kelso Technologies,KLS,0.75,Industrials,Transportation,Railroad Rolling Stock Manufacturing(336510),,,
1491,Kelt Expl 5% Deb J,KEL.DB,nan,nan,nan,nan,,,
1492,Kelt Expl Ltd. J,KEL,1.32,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1493,Kerr Mines Inc. J,KER,0.145,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1494,Keyera Corp.,KEY,21.76,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
1495,Killam Apt REIT Un J,KMP.UN,16.78,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
1496,Kinaxis Inc. J,KXS,173.28,Technology,Software,Software Publishers(511210),,,
1497,Kinross Gold Corp.,K,9.21,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1498,Kirkland Lake Gold J,KL,55.10,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1499,Knight Therapeutics,GUD,7.69,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
1500,KP Tissue Inc.,KPT,10.78,Consumer Defensive,Consumer Packaged Goods,Sanitary Paper Product Manufacturing(322291),,,
1501,Labrador Iron Ore,LIF,22.74,Basic Materials,Steel,Iron Ore Mining(212210),,,
1502,Laramide Resources J,LAM,0.26,Basic Materials,Metals & Mining,Uranium-Radium-Vanadium Ore Mining(212291),,,
1503,Largo Resources J,LGO,0.90,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),,,
