Index,Company Name,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
1504,Lassonde Ind Cl A SV,LAS.A,166.04,Consumer Defensive,Beverages - Non-Alcoholic,Soft Drink Manufacturing(312111),,,
1505,Laurentian Bk of Can,LB,28.77,Financial Services,Banks,Commercial Banking(522110),,,
1506,Laurentian Bk Pr 13,LB.PR.H,11.80,Financial Services,Banks,Commercial Banking(522110),,,
1507,Laurentian Bk Pr 15,LB.PR.J,18.10,Financial Services,Banks,Commercial Banking(522110),,,
1508,Leon's Furniture Db,LNF.DB,146.49,Consumer Cyclical,Retail - Cyclical,All Other Miscellaneous Store Retailers (except Tobacco Stores)(453998),,,
1509,Leon's Furniture Ltd,LNF,13.55,Consumer Cyclical,Retail - Cyclical,All Other Miscellaneous Store Retailers (except Tobacco Stores)(453998),,,
1510,Liberty Gold Corp. J,LGD,1.36,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1511,Life & Banc Split A,LBS,4.13,Financial Services,Asset Management,Portfolio Management(523920),,,
1512,Life & Banc Split Pr,LBS.PR.A,9.33,Financial Services,Asset Management,Portfolio Management(523920),,,
1513,Lightspeed POS SV,LSPD,34.09,Technology,Software,Software Publishers(511210),,,
1514,Liminal BioSci J,LMNL,14.19,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1515,Linamar Corporation,LNR,38.80,Consumer Cyclical,Vehicles & Parts,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing(336330),,,
1516,Lithium Americas J,LAC,6.19,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1517,Loblaw Co. Ser B Pr,L.PR.B,24.65,Consumer Defensive,Retail - Defensive,Supermarkets and Other Grocery (except Convenience) Stores(445110),,,
1518,Loblaw Companies Ltd,L,66.92,Consumer Defensive,Retail - Defensive,Supermarkets and Other Grocery (except Convenience) Stores(445110),,,
1519,Logistec Corp Cl B,LGT.B,31.90,Industrials,Transportation,Marine Cargo Handling(488320),,,
1520,Logistec Corp. A MV,LGT.A,29.50,Industrials,Transportation,Marine Cargo Handling(488320),,,
1521,Loncor Resources J,LN,0.66,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1522,Lucara Diamond J,LUC,0.47,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1523,Lundin Gold Inc. J,LUG,12.01,Basic Materials,Metals & Mining,All Other Miscellaneous Fabricated Metal Product Manufacturing(332999),,,
1524,Lundin Mining Corp,LUN,6.50,Basic Materials,Metals & Mining,"Copper Rolling, Drawing, Extruding and Alloying(331420)",,,
1525,"LXRandCo, Inc. J B",LXR,0.225,Consumer Cyclical,Retail - Cyclical,Electronic Shopping and Mail-Order Houses(454110),,,
1526,"LXRandCo, Inc. J Wt",LXR.WT,nan,nan,nan,nan,,,
1527,Lysander-SlatrPrActv,PR,6.87,,,,,,
1528,M Split Corp 14-2 Pr,XMF.PR.C,0.76,Financial Services,Asset Management,Portfolio Management(523920),,,
1529,M Split Corp Cl 1 Pr,XMF.PR.B,4.75,Financial Services,Asset Management,Portfolio Management(523920),,,
1530,M Split Corp. 14 Cap,XMF.A,0.16,Financial Services,Asset Management,Portfolio Management(523920),,,
1531,Mackenzie AlWrl NA E,MXU,21.53,,,,,,
1532,Mackenzie CAFxIncm E,MKB,22.00,,,,,,
1533,Mackenzie Cdn EqtyUn,QCN,93.00,,,,,,
1534,Mackenzie CdnAggrBnd,QBB,107.77,,,,,,
1535,Mackenzie CdnLrgCpEq,QCE,92.96,,,,,,
1536,Mackenzie CdnSTBndE,QSB,103.20,,,,,,
1537,Mackenzie EmrgCurBnd,QEBL,98.00,,,,,,
1538,Mackenzie EmrgMktBnd,QEBH,94.35,,,,,,
1539,Mackenzie EmrgMkts E,MEE,21.79,,,,,,
1540,Mackenzie FltgRate E,MFT,17.68,,,,,,
1541,Mackenzie GlbFxIncmE,MGB,19.79,,,,,,
1542,Mackenzie IntlEq C-H,QDXH,82.00,,,,,,
1543,Mackenzie IntlEq Idx,QDX,89.29,,,,,,
1544,Mackenzie IvyGlbEq E,MIVG,22.75,,,,,,
1545,MacKenzie Master Un,MKZ.UN,0.91,Financial Services,Asset Management,Portfolio Management(523920),,,
1546,Mackenzie MaxDvrCA E,MKC,22.95,,,,,,
1547,Mackenzie MaxDvrUS E,MUS,29.41,,,,,,
1548,Mackenzie PortflComp,MPCF,16.98,,,,,,
1549,Mackenzie Uncnstrn E,MUB,20.71,,,,,,
1550,Mackenzie USBndCAD-H,QHY,85.31,,,,,,
1551,Mackenzie USCrpBnd E,QUIG,105.44,,,,,,
1552,Mackenzie USLrgCapEq,QUU,120.54,,,,,,
1553,MackenzieCA FixdIncm,MCSB,20.17,,,,,,
1554,MackenzieMaxDvr AW E,MWD,25.50,,,,,,
1555,MackenzieMaxDvrEur E,MEU,21.24,,,,,,
1556,MackenzieUS LrgCapCH,QAH,103.89,,,,,,
1557,Madison Pacific Cl B,MPC,3.40,Real Estate,Real Estate,Lessors of Other Real Estate Property(531190),,,
1558,Madison Pacific NV C,MPC.C,2.60,Real Estate,Real Estate,Lessors of Other Real Estate Property(531190),,,
1559,MAG Silver Corp. J,MAG,18.44,Basic Materials,Metals & Mining,Silver Ore Mining(212222),,,
1560,Magellan Aerospace,MAL,6.10,Industrials,Aerospace & Defense,Other Aircraft Parts and Auxiliary Equipment Manufacturing(336413),,,
1561,Magna Int'l Inc.,MG,59.65,Consumer Cyclical,Vehicles & Parts,Motor Vehicle Body Manufacturing(336211),,,
1562,Mainstreet Equity J,MEQ,69.00,Real Estate,Real Estate,Other Activities Related to Real Estate(531390),,,
1563,Major Drilling Group,MDI,3.64,Basic Materials,Metals & Mining,Support Activities for Coal Mining(213113),,,
1564,Mandalay Res Corp J,MND,2.06,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1565,Manulf MltUSLrgCpUnh,MULC.B,31.90,,,,,,
1566,Manulf US SmallCapUn,MUSC,21.80,,,,,,
1567,Manulfe MltCdnLrgUnh,MCLC,23.72,,,,,,
1568,Manulfe MltDevInt Un,MINT,23.68,,,,,,
1569,Manulfe MltDevIntUnh,MINT.B,24.61,,,,,,
1570,Manulfe MltUSLrgCpHg,MULC,29.59,,,,,,
1571,Manulfe MultUS MidHg,MUMC,27.12,,,,,,
1572,Manulfe MultUSMdUnhg,MUMC.B,29.80,,,,,,
1573,ManulfMultfCdSMID Un,MCSM,24.35,,,,,,
1574,ManulfUSSmallCap U-H,MUSC.B,25.18,,,,,,
1575,Manulife Emrg MktsUn,MEME.B,23.03,,,,,,
1576,Manulife Fin A Pr 3,MFC.PR.C,20.68,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1577,Manulife Fin Sr 2 Pr,MFC.PR.B,21.08,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1578,Manulife Fin Sr 3 Pr,MFC.PR.F,8.85,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1579,Manulife Fin Sr 4 Pr,MFC.PR.P,9.00,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1580,Manulife Fin Sr 5 Pr,MFC.PR.G,15.20,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1581,Manulife Fin Sr 7 Pr,MFC.PR.H,16.25,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1582,Manulife Fin Sr 9 Pr,MFC.PR.I,15.95,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1583,Manulife Fin Sr11 Pr,MFC.PR.J,15.70,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1584,Manulife Fin Sr13 Pr,MFC.PR.K,14.06,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1585,Manulife Fin Sr15 Pr,MFC.PR.L,13.20,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1586,Manulife Fin Sr17 Pr,MFC.PR.M,14.38,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1587,Manulife Fin Sr19 Pr,MFC.PR.N,14.20,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1588,Manulife Fin Sr21 Pr,MFC.PR.O,24.01,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1589,Manulife Fin Sr23 Pr,MFC.PR.R,19.57,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1590,Manulife Fin Sr25 Pr,MFC.PR.Q,15.35,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1591,Manulife Financial,MFC,17.345,Financial Services,Insurance,Direct Life Insurance Carriers(524113),,,
1592,Manulife FltgRtLn Un,MFR.UN,5.60,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
1593,Manulife US Regnl Un,MBK.UN,6.40,Financial Services,Asset Management,"Trusts, Estates, and Agency Accounts(525920)",,,
1594,Maple Leaf Foods Inc,MFI,25.83,Consumer Defensive,Consumer Packaged Goods,Meat and Meat Product Merchant Wholesalers(424470),,,
1595,Marathon Gold Corp J,MOZ,1.66,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1596,Marimaca Copper J,MARI,1.55,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1597,Martinrea Int'l Inc.,MRE,9.50,Consumer Cyclical,Vehicles & Parts,All Other Miscellaneous Fabricated Metal Product Manufacturing(332999),,,
1598,MAV Beauty Brands,MAV,2.40,Consumer Defensive,Consumer Packaged Goods,"Cosmetics, Beauty Supplies, and Perfume Stores(446120)",,,
1599,Maverix Metals Inc.,MMX,6.39,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1600,Mawson Resources J,MAW,0.38,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1601,Maxar Technologies,MAXR,22.67,Technology,Hardware,Other Communications Equipment Manufacturing(334290),,,
1602,Maxim Power Corp.,MXG,2.13,Utilities,Utilities - Independent Power Producers,Other Electric Power Generation(221118),,,
1603,Maya Gold & Silvr J,MYA,2.38,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1604,MBN Corporation Eqty,MBN,5.80,Financial Services,Asset Management,Miscellaneous Intermediation(523910),,,
1605,MCAN Mortgage Corp.,MKP,12.80,Financial Services,Banks,Mortgage and Nonmortgage Loan Brokers(522310),,,
1606,McCoy Global Inc.,MCB,0.425,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
1607,McEwen Mining Inc. J,MUX,1.36,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1608,Mediagrif Interactv,MDF,6.43,Communication Services,Interactive Media,All Other Information Services(519190),,,
1609,Medical Facilities,DR,4.32,Healthcare,Healthcare Providers & Services,Specialty (except Psychiatric and Substance Abuse) Hospitals(622310),,,
1610,Medicenna Therapeu J,MDNA,6.94,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
1611,MediPharm LabsCorp J,LABS,1.76,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
1612,MEG Energy Corp.,MEG,3.39,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
1613,Mega Uranium Ltd. J,MGA,0.105,Energy,Other Energy Sources,All Other Metal Ore Mining(212299),,,
1614,Melcor Developments,MRD,7.40,Real Estate,Real Estate,Lessors of Other Real Estate Property(531190),,,
1615,Melcor REIT 5.1% Deb,MR.DB.B,63.00,Real Estate,REITs,Offices of Real Estate Agents and Brokers(531210),,,
1616,Melcor REIT 5.25% Db,MR.DB.A,nan,nan,nan,nan,,,
1617,Melcor REIT Un,MR.UN,3.54,Real Estate,REITs,Offices of Real Estate Agents and Brokers(531210),,,
1618,Methanex Corporation,MX,24.34,Basic Materials,Chemicals,All Other Basic Organic Chemical Manufacturing(325199),,,
1619,Metro Inc.,MRU,55.55,Consumer Defensive,Retail - Defensive,Supermarkets and Other Grocery (except Convenience) Stores(445110),,,
1620,Microbix Biosystms J,MBX,0.305,Healthcare,Biotechnology,Biological Product (except Diagnostic) Manufacturing(325414),,,
1621,Midas Gold Corp. J,MAX,0.59,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1622,Middlefield HealthUn,HWF,nan,nan,nan,nan,,,
1623,Middlefld AmerCoreUn,ACZ,12.99,,,,,,
1624,Middlefld Can-Glb Un,RCO.UN,9.70,Real Estate,REITs,"Trusts, Estates, and Agency Accounts(525920)",,,
1625,Middlefld GlbRl Asst,RA.UN,nan,nan,nan,nan,,,
1626,Middlefld Hlth&LfeUn,LS,10.62,,,,,,
1627,Middlefld REIT INDX+,IDR,12.47,,,,,,
1628,Minco Silver Corp J,MSV,0.80,Basic Materials,Metals & Mining,Silver Ore Mining(212222),,,
1629,MINT Incme Fnd Tr Un,MID.UN,5.21,Financial Services,Asset Management,Portfolio Management(523920),,,
1630,Minto Apart REIT Un,MI.UN,19.77,Real Estate,REITs,Other Activities Related to Real Estate(531390),,,
1631,Mogo Inc. J,MOGO,1.22,Technology,Software,Software Publishers(511210),,,
1632,Mogo Inc. J Deb,MOGO.DB,nan,nan,nan,nan,,,
1633,MolsonCoors Cda A LV,TPX.A,53.15,Consumer Defensive,Beverages - Alcoholic,Breweries(312120),,,
1634,MolsonCoors Cda B NV,TPX.B,53.50,Consumer Defensive,Beverages - Alcoholic,Breweries(312120),,,
1635,Monarch Gold Corp J,MQR,0.245,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1636,Moneda LatAm CorpBnd,MLD.UN,nan,nan,nan,nan,,,
1637,Moneta Porcupine J,ME,0.15,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1638,Morgaurd NA Rl 4.5Db,MRG.DB.A,nan,nan,nan,nan,,,
1639,Morguard Corporation,MRC,121.02,Real Estate,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
1640,Morguard NA REIT UN,MRG.UN,14.33,Real Estate,REITs,Lessors of Residential Buildings and Dwellings(531110),,,
1641,Morguard Real Est Un,MRT.UN,5.01,Real Estate,REITs,Lessors of Nonresidential Buildings (except Miniwarehouses)(531120),,,
1642,Morguard REIT 4.5Deb,MRT.DB,nan,nan,nan,nan,,,
1643,Morneau Shepell Inc.,MSI,32.87,Industrials,Business Services,Employment Placement Agencies(561311),,,
1644,Mountain Province J,MPVD,0.32,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),,,
1645,MTY Food Group Inc.,MTY,24.84,Consumer Cyclical,Restaurants,Food Service Contractors(722310),,,
1646,Mullen Group Ltd Deb,MTL.DB,nan,nan,nan,nan,,,
1647,Mullen Group Ltd.,MTL,5.78,Energy,Oil & Gas,All Other Support Activities for Transportation(488999),,,
1648,N.A. Constr 5% Deb,NOA.DB.A,nan,nan,nan,nan,,,
1649,N.A. Construction,NOA,8.87,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
1650,NA Fin 15 Split 2 Pr,FFN.PR.A,9.25,Financial Services,Asset Management,Portfolio Management(523920),,,
1651,NA Fin 15 Split A,FFN,3.95,Financial Services,Asset Management,Portfolio Management(523920),,,
1652,Nat'l Bank of Canada,,0.085,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",,,
1653,Nat'l Bank Ser 30 Pr,NA.PR.S,14.10,Financial Services,Banks,Commercial Banking(522110),,,
1654,Nat'l Bank Ser 32 Pr,NA.PR.W,13.80,Financial Services,Banks,Commercial Banking(522110),,,
1655,Nat'l Bank Ser 34 Pr,NA.PR.X,24.10,Financial Services,Banks,Commercial Banking(522110),,,
1656,Nat'l Bank Ser 36 Pr,NA.PR.A,23.10,Financial Services,Banks,Commercial Banking(522110),,,
1657,Nat'l Bank Ser 38 Pr,NA.PR.C,17.49,Financial Services,Banks,Commercial Banking(522110),,,
1658,Nat'l Bank Ser 40 Pr,NA.PR.E,15.29,Financial Services,Banks,Commercial Banking(522110),,,
1659,Nat'l Bank Ser 42 Pr,NA.PR.G,16.29,Financial Services,Banks,Commercial Banking(522110),,,
1660,NBI ActvCdnPrShr Un,NPRF,16.74,,,,,,
1661,NBI Cdn FamilyBusnss,NFAM,17.81,,,,,,
1662,NBI GlblPrivateEq Un,NGPE,23.70,,,,,,
1663,NBI GlblRl AssetIncm,NREA,18.36,,,,,,
1664,NBI HighYld Bond Un,NHYB,22.34,,,,,,
1665,NBI Liquid Alternatv,NALT,20.88,,,,,,
1666,NBI SustainCdnBnd Un,NSCB,25.00,,,,,,
1667,NBI SustainCdnEq Un,NSCE,23.48,,,,,,
1668,NBI SustainGlblEq Un,NSGE,26.80,,,,,,
1669,NBI Unconstr FxdIncm,NUBF,nan,nan,nan,nan,,,
1670,Neo Perform Material,NEO,7.76,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1671,Neovasc Inc. J,NVCN,4.10,Healthcare,Medical Devices & Instruments,Surgical and Medical Instrument Manufacturing(339112),,,
1672,Neptune WellSolutn J,NEPT,4.05,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
1673,Nevada Copper Corp J,NCU,0.1675,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",,,
1674,New Gold Inc.,NGD,1.70,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1675,New Look Vision J,BCI,26.00,Consumer Cyclical,Retail - Cyclical,Optical Goods Stores(446130),,,
1676,New Millenm Iron J,NML,0.05,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1677,Newmont Corporation,NGT,81.71,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1678,Nexa Resources S.A.,NEXA,5.65,Basic Materials,Metals & Mining,,,,
1679,NexGen Energy Ltd. J,NXE,1.92,Energy,Other Energy Sources,Uranium-Radium-Vanadium Ore Mining(212291),,,
1680,NexJ Systems Inc. J,NXJ,0.50,Technology,Software,Software Publishers(511210),,,
1681,NextSource Materl J,NEXT,0.04,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1682,NFI Group Inc.,NFI,16.50,Consumer Cyclical,Vehicles & Parts,All Other Transportation Equipment Manufacturing(336999),,,
1683,Nickel CrkPlatinum J,NCP,0.05,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1684,Nighthawk Gold J,NHK,1.84,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1685,NioCorp Dev Ltd. J,NB,0.70,Basic Materials,Metals & Mining,All Other Nonmetallic Mineral Mining(212399),,,
1686,Nomad Rylty Co J,NSR,1.43,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1687,Noranda Incm PriorUn,NIF.UN,1.11,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1688,Norbord Inc.,OSB,26.92,Basic Materials,Forest Products,All Other Miscellaneous Wood Product Manufacturing(321999),,,
1689,Northcliff Res Ltd J,NCF,0.055,Basic Materials,Metals & Mining,Other Chemical and Fertilizer Mineral Mining(212393),,,
1690,Northland Power Inc.,NPI,31.49,Utilities,Utilities - Independent Power Producers,Biomass Electric Power Generation(221117),,,
1691,Northland Pwr Pr 1,NPI.PR.A,12.08,Utilities,Utilities - Independent Power Producers,Biomass Electric Power Generation(221117),,,
1692,Northland Pwr Pr 2,NPI.PR.B,12.18,Utilities,Utilities - Independent Power Producers,Biomass Electric Power Generation(221117),,,
1693,Northland Pwr Pr 3,NPI.PR.C,15.45,Utilities,Utilities - Independent Power Producers,Biomass Electric Power Generation(221117),,,
1694,NorZinc Ltd. J,NZC,0.07,Basic Materials,Metals & Mining,"Copper, Nickel, Lead and Zinc Ore Mining(212230)",,,
1695,NovaGold Resources J,NG,12.27,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1696,Nthrn Dynasty Min J,NDM,1.77,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1697,Nthrn Dynasty Wt J A,NDM.WT.A,nan,nan,nan,nan,,,
1698,Nthrn Dynasty Wt J B,NDM.WT.B,nan,nan,nan,nan,,,
1699,Nthview Apt REIT Un,NVU.UN,34.20,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
1700,Nutrien Ltd.,NTR,47.47,Basic Materials,Agriculture,Nitrogenous Fertilizer Manufacturing(325311),,,
1701,NuVista Energy Ltd.,NVA,0.78,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1702,Nuvo Pharmaceuticals,NRI,0.77,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
1703,NW Company VarV&ComV,NWC,26.18,Consumer Defensive,Retail - Defensive,Supermarkets and Other Grocery (except Convenience) Stores(445110),,,
1704,NW Healthcare 2023Db,NWH.DB.G,nan,nan,nan,nan,,,
1705,NW Healthcare Un,NWH.UN,10.57,Real Estate,REITs,Lessors of Other Real Estate Property(531190),,,
1706,NW Healthcare31DecDB,NWH.DB.F,nan,nan,nan,nan,,,
1707,NW Healthcare31JulDB,NWH.DB.E,nan,nan,nan,nan,,,
1708,NXT Energy Solutn J,SFD,0.45,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
1709,Obsidian Energy Ltd,OBE,0.43,Energy,Oil & Gas,Drilling Oil and Gas Wells(213111),,,
1710,OceanaGold Corp.,OGC,2.87,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1711,OCP Senior Credit Un,OSL.UN,7.15,,,,,,
1712,Olympia Fin Group,OLY,40.20,Financial Services,Asset Management,All Other Nondepository Credit Intermediation(522298),,,
1713,Oncolytic Biotech Wt,ONC.WT,nan,nan,nan,nan,,,
1714,Oncolytics Biotech,ONC,3.15,Healthcare,Biotechnology,Pharmaceutical Preparation Manufacturing(325412),,,
1715,Onex Corporation SV,ONEX,63.81,Financial Services,Asset Management,Investment Advice(523930),,,
1716,Open Text Corp,OTEX,57.30,Technology,Software,Computer Systems Design Services(541512),,,
1717,Opsens Inc. J,OPS,0.60,Technology,Hardware,Other Measuring and Controlling Device Manufacturing(334519),,,
1718,Optiva Inc. J SV,OPT,22.30,Technology,Software,Software Publishers(511210),,,
1719,Orbit Garant Drill,OGD,0.49,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1720,Organigram Hldgs J,OGI,2.49,Healthcare,Drug Manufacturers,Pharmaceutical Preparation Manufacturing(325412),,,
1721,Orla Mining Ltd. J,OLA,3.35,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1722,Orocobre Ltd. Ord J,ORL,nan,nan,nan,nan,,,
1723,Orosur Mining Inc.,OMI,0.05,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1724,Orvana Minerals J,ORV,0.17,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1725,Oryx Pete Corp. J,OXC,0.105,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1726,Osisko Gld Rlty 4%Db,OR.DB,nan,nan,nan,nan,,,
1727,Osisko Gld Royalty,OR,13.57,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1728,Osisko Gold Rlty Wt,OR.WT,0.33,Basic Materials,Metals & Mining,Gold Ore Mining(212221),,,
1729,Osisko Mining Inc. J,OSK,3.955,Basic Materials,Metals & Mining,All Other Metal Ore Mining(212299),,,
1730,Ovintiv Inc.,OVV,11.52,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1731,Painted Pony Engy J,PONY,0.58,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1732,Pan American Silver,PAAS,41.05,Basic Materials,Metals & Mining,Silver Ore Mining(212222),,,
1733,Paramount Res Cl A,POU,1.63,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1734,Parex Resources J,PXT,15.70,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1735,Park Lawn Corp.,PLC,22.83,Consumer Cyclical,Personal Services,Cemeteries and Crematories(812220),,,
1736,Parkland Corp.,PKI,38.03,Energy,Oil & Gas,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)(424720),,,
1737,Partners Val AA Pr 6,PVS.PR.D,24.80,Financial Services,Asset Management,Portfolio Management(523920),,,
1738,Partners Val AA Pr 7,PVS.PR.E,25.30,Financial Services,Asset Management,Portfolio Management(523920),,,
1739,Partners Val AA Pr 8,PVS.PR.F,24.80,Financial Services,Asset Management,Portfolio Management(523920),,,
1740,Partners Val AA Pr 9,PVS.PR.G,24.98,Financial Services,Asset Management,Portfolio Management(523920),,,
1741,Partners ValAA Pr 10,PVS.PR.H,24.40,Financial Services,Asset Management,Portfolio Management(523920),,,
1742,Pason Systems Inc.,PSI,7.09,Energy,Oil & Gas,Support Activities for Oil and Gas Operations(213112),,,
1743,Pathfinder Income Un,PCD.UN,6.72,Financial Services,Asset Management,Miscellaneous Financial Investment Activities(523999),,,
1744,Patriot 1Tech J Wt A,PAT.WT.A,nan,nan,nan,nan,,,
1745,Patriot 1Tech J Wt B,PAT.WT.B,nan,nan,nan,nan,,,
1746,Patriot 1Tech J Wt C,PAT.WT.C,0.045,Technology,Software,Software Publishers(511210),,,
1747,Patriot One Tech J,PAT,1.19,Technology,Software,Software Publishers(511210),,,
1748,Patriot OneTech J Wt,PAT.WT,nan,nan,nan,nan,,,
1749,Pembina Pipe Pr 11,PPL.PR.K,21.84,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1750,Pembina Pipe Pr 13,PPL.PR.M,21.75,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1751,Pembina Pipe Pr 15,PPL.PR.O,11.31,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1752,Pembina Pipe Pr 17,PPL.PR.Q,12.75,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1753,Pembina Pipe Pr 19,PPL.PR.S,14.75,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1754,Pembina Pipe Pr 21,PPL.PF.A,17.25,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1755,Pembina Pipe Pr 23,PPL.PF.C,18.24,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1756,Pembina Pipe Pr 25,PPL.PF.E,17.85,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1757,Pembina Pipe Sr 1 Pr,PPL.PR.A,11.35,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1758,Pembina Pipe Sr 3 Pr,PPL.PR.C,10.95,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1759,Pembina Pipe Sr 5 Pr,PPL.PR.E,11.89,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1760,Pembina Pipe Sr 7 Pr,PPL.PR.G,11.80,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1761,Pembina Pipe Sr 9 Pr,PPL.PR.I,13.40,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1762,Pembina Pipeline,PPL,34.58,Energy,Oil & Gas,Pipeline Transportation of Crude Oil(486110),,,
1763,Perpetual Energy Inc,PMT,0.07,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1764,Perseus Mining Ord J,PRU,nan,nan,nan,nan,,,
1765,Petrus Resources J,PRQ,0.12,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
1766,Peyto Expl & Dev,PEY,2.44,Energy,Oil & Gas,Crude Petroleum Extraction(211120),,,
