Index,Company Name,Symbol,Sector,Industry
1930,Horizn LadrdCA Pr Un,HLPR,,
1932,Horizn MgeGlb Opp E,HGM,,
1934,Horizons Marij Lfe A,HMMJ,,
1935,Horizons Marij US,HMMJ.U,,
1937,Horizon MornstrHdg E,HHF,,
1939,Horizon NASDAQ-100 A,HXQ,,
1940,Horizon NASDAQ100 US,HXQ.U,,
1942,Horizons NatrlGas Un,HUN,,
1944,Horizons NatGasYld E,HNY,,
1946,Horizons Robotc&Auto,RBOT,,
1947,Horizon Robot&Aut US,RBOT.U,,
1949,Horizn S&P500CA Hegd,HSH,,
1951,Horizons S&P500 Un,HXS,,
1952,Horizon S&P500 US Un,HXS.U,,
1954,Horizons 60EqlWgt Un,HEW,,
1956,Horizon S&P/TSX60 A,HXT,,
1957,Horizon S&P/TSX60 US,HXT.U,,
1959,Horizn S&PCapEngyIdx,HXE,,
1961,Horizn S&PCapFin Idx,HXF,,
1963,Horizon Seasonl E Un,HAC,,
1965,Horizons Silver A Un,HUZ,,
1967,Horizn US7-10YrTreas,HTH,,
1969,Horizn US7-10TreasBd,HTB,,
1970,HoriznUS7-10TreaBdUS,HTB.U,,
1972,Horizon US$ Cur A Un,DLR,,
1973,Horizon US$Cur A USF,DLR.U,,
1975,Horizonte Min Ord J,HZM,,
1977,Hudbay Minerals Inc.,HBM,,
1979,Hudson's Bay Company,HBC,,
1981,Husky Energy Inc.,HSE,,
1982,Husky Energy Sr 1 Pr,HSE.PR.A,,
1983,Husky Energy Sr 2 Pr,HSE.PR.B,,
1984,Husky Energy Sr 3 Pr,HSE.PR.C,,
1985,Husky Energy Sr 5 Pr,HSE.PR.E,,
1986,Husky Energy Sr 7 Pr,HSE.PR.G,,
1988,Hydro One Limited,H,,
1990,Hydrogenics Corp,HYG,,
1992,Hyduke Energy Serv,HYD,,
1994,IA Claring Core Fnd,ICPB,,
1996,IA Claring Emerg Fnd,IEMB,,
1998,IA Claring Glbl Fnd,IGLB,,
2000,iA Financial Corp.,IAG,,
2002,Iamgold Corporation,IMG,,
2004,IBI Group Inc.,IBG,,
2005,IBI GROUP 5.5% Deb,IBG.DB.D,,
2007,iFabric Corp. J,IFA,,
2009,IGM Financial Inc.,IGM,,
2011,Imperial Metals Corp,III,,
2013,Imperial Oil Ltd.,IMO,,
2015,IMV Inc. J,IMV,,
2017,Income Fin Tr Un,INC.UN,,
2019,Indigo Books & Music,IDG,,
2021,Indstrl AlliancePr B,IAF.PR.B,,
2022,Indstrl AlliancePr G,IAF.PR.G,,
2023,Indstrl AlliancePr I,IAF.PR.I,,
2025,Info Serv Corp. A LV,ISV,,
2027,InMed Pharmaceutcl J,IN,,
2028,InMed Pharmaceu J Wt,IN.WT,,
2030,Innergex Renew Engy,INE,,
2031,Innergex Renew4.25Db,INE.DB.A,,
2032,Innergex Renew4.75Db,INE.DB.B,,
2033,Innergex Renew Pr A,INE.PR.A,,
2034,Innergex Renew Pr C,INE.PR.C,,
2036,Inovalis REIT Un,INO.UN,,
2038,InPlay Oil Corp. J,IPO,,
2040,INSCAPE Corp Cl B SV,INQ,,
2042,Intact Fin Corp.,IFC,,
2043,Intact Fin A Ser 1,IFC.PR.A,,
2044,Intact Fin A Ser 3,IFC.PR.C,,
2045,Intact Fin A Ser 4,IFC.PR.D,,
2046,Intact Fin A Ser 5,IFC.PR.E,,
2047,Intact Fin A Sr 6 Pr,IFC.PR.F,,
2048,Intact Fin A Sr 7 Pr,IFC.PR.G,,
2050,Integrated Asset Mgt,IAM,,
2052,IntelliPharma Intl J,IPCI,,
2054,Inter Pipeline Ltd.,IPL,,
2056,Interfor Corporation,IFP,,
2058,Intermap Technology,IMP,,
2060,Int'l Pete Corp.,IPCO,,
2062,Int'l Tower Hill J,ITH,,
2064,InterRent REIT Un J,IIP.UN,,
2066,Intertape Polymer,ITP,,
2068,Intrinsyc Tech J,ITC,,
2070,INV Metals Inc. J,INV,,
2072,Invesco 1-3YrLadFltg,PFL,,
2074,Invesco1-5CorpBnd Un,PSB,,
2076,Invesco Cdn Div Un,PDC,,
2078,Invesco Cdn Pr Un,PPS,,
2080,Invesco FTSE RAFICdn,PXC,,
2082,InvscoFTSE CA Sml-Md,PZC,,
2084,Invesc FTSERAF GlbCA,PZW,,
2085,Invesco FTSE Sml-Md,PZW.F,,
2086,InvescoFTSERAF GlbUS,PZW.U,,
2088,Invesco FTSE Glb+ETF,PXG,,
2089,Invesco FTSE Glb+ US,PXG.U,,
2091,InvescoFTSE US CA-Hg,PXU.F,,
2093,InvescFTSE USFnd2 CA,PXS,,
2094,Invesco FTSE ETF2 US,PXS.U,,
2096,Invesco CorpBndCA$Hg,PFH.F,,
2098,Invesco GlbShrhldrCA,PSY,,
2099,Invesco GlbShrhldrUS,PSY.U,,
2101,InvescoLddrRtUS0-5Yr,USB,,
2102,InvescoLddrRtO-5YrUS,USB.U,,
2104,Invesco LowVolPortfl,PLV,,
2106,Invesco QQQ CA$Hg,QQC.F,,
2108,Invesco S&P500 EqWgt,EQL,,
2109,Invesco S&P500EqCA-H,EQL.F,,
2110,Invesco S&P500Eq USF,EQL.U,,
2112,Invesco 500LowVol CA,ULV.C,,
2113,Invesco500LowVolCAHg,ULV.F,,
2114,Invesco 500LowVol US,ULV.U,,
2116,Invesco S&P EmrgMkts,ELV,,
2118,InvescoS&PIntl LwVol,ILV,,
2119,InvescoS&PIntlLwVlCA,ILV.F,,
2121,InvescoCompVltlty Un,TLV,,
2123,Invesco REIT Incm CA,REIT,,
2125,Invesco SeniorLoanCA,BKL.C,,
2126,Invesco SnrLoanCAheg,BKL.F,,
2127,Invesco SeniorLoanUS,BKL.U,,
2129,Invesco TactBond Un,PTB,,
2131,Invesque 5% Deb USF,IVQ.DB.U,,
2132,Invesque 6% Deb USF,IVQ.DB.V,,
2133,Invesque Inc. USF,IVQ.U,,
2135,Invest GrdInfrBnd Un,IFB.UN,,
2137,IPL Plastics Inc.,IPLP,,
2139,iShre 1-10CorpBnd Un,CBH,,
2141,iShre 1-10GovtBnd Un,CLG,,
2143,iShre 1-5 CorpBnd Un,CBO,,
2145,iShre 1-5 GovtBnd Un,CLF,,
2147,iShares Cdn Corp Bnd,XCB,,
2149,iShares CdnFinMo Un,FIE,,
2151,iShares Cdn Govt Bnd,XGB,,
2153,iShares Cdn Growth,XCG,,
2155,iShare Cdn HYBrd Bnd,XHB,,
2157,iShare Cdn RlRet Bnd,XRB,,
2159,iShares Cdn Slct Div,XDV,,
2161,iShares Cdn Value Un,XCV,,
2163,iShares China Index,XCH,,
2165,iShr Consv ShStgyFxd,XSC,,
2167,iShr Consv Stgy Incm,XSE,,
2169,iShares ConvBond Un,CVD,,
2171,iShares CoreBal Un,XBAL,,
2173,iShr CoreCdnLT BndUn,XLB,,
2175,iShre Cdn Sh Trm Bnd,XSB,,
2177,iShr CoreCdnShMplBnd,XSH,,
2179,iShr Cdn Univers Bnd,XBB,,
2181,iShares Core Grow Un,XGRO,,
2183,iShr CoreMSCI AC Wex,XAW,,
2185,iShare CorMSCICdnDiv,XDIV,,
2187,iShr CorMSCIEAFE IMI,XEF,,
2189,iShrCrMSCI EAFEIMIHG,XFH,,
2191,iShr Core EmrgMktIMI,XEC,,
2193,iShr CorMSCI GlblDiv,XDG,,
2195,iShr CorGlbDivCA-Heg,XDGH,,
2197,iShr CoreMSCI US Div,XDU,,
2199,iShrCorUS DivCADHg,XDUH,,
2201,iShares CoreSP500Idx,XUS,,
2203,iShares Core S&P 500,XSP,,
2205,iShr CorS&P US MktUn,XUU,,
2207,iShre CoreS&P US Mkt,XUH,,
2209,iShr CoreSP/TSX Comp,XIC,,
2211,iShare Divrs Mo Incm,XTR,,
2213,iShr MSCI MinVolCda,XMV,,
2215,iShare MSCIMinVlEAFE,XMI,,
2217,iShr EgMinVlEAFE C-H,XML,,
2219,iShr MinVol EmrgMkt,XMM,,
2221,iShr MSCI MinVolGlbl,XMW,,
2223,iShr EgMinVolGlb C-H,XMY,,
2225,iShr MSCI MinVol USA,XMU,,
2227,iShr EgMinVl USA C-H,XMS,,
2229,iShr MSCIMultfactrCA,XFC,,
2231,iShr MSCIMultfacEAFE,XFI,,
2233,iShr MSCI EAFE CA-HG,XFF,,
2235,iShrMSCIMultiftr USA,XFS,,
2237,iShrMSCIMultiUSA C-H,XFA,,
2239,iShares EqWeight Un,CEW,,
2241,iShr ESG CA AggrBnd,XSAB,,
2243,iShr ESG Cdn ST Bond,XSTB,,
2245,iShr ESG MSCI CdaIdx,XESG,,
2247,iShrESG MSCI EAFEIDX,XSEA,,
2249,iShrESG MSCI EmrgMkt,XSEM,,
2251,iShrESG MSCI USA Idx,XSUS,,
2253,iShares Fltg Rate Un,XFR,,
2255,iShares GlblAgri Un,COW,,
2257,iShare Glbl Hlthcare,XHC,,
2259,iShares GlbInfras Un,CIF,,
2261,iShares GlblMoDiv Un,CYH,,
2263,iShares GlblRlEst Un,CGR,,
2265,iShares GlblWater Un,CWW,,
2267,iShare GldBulHdgd Un,CGL,,
2268,iShare GldBul Nn-Hdg,CGL.C,,
2270,iShare HighCdnBnd Un,XQB,,
2272,iShares India Idx Un,XID,,
2274,iShr JP USD Emrg Mkt,XEB,,
2276,iShare Jantzi Social,XEN,,
2278,iShare MSCI EAFE Idx,XIN,,
2280,iShare MSCI EmergMkt,XEM,,
2282,iShr MSCI EU IMI Idx,XEU,,
2284,iShr MSCI EU IMI CAD,XEH,,
2286,iShare MSCI World Un,XWD,,
2288,iShare NASDAQ 100 Un,XQQ,,
2290,iShares MoneyMkt Un,CMR,,
2292,iShare S&P CnsmrDscr,XCD,,
2294,iShr SP Glbl Indstrl,XGI,,
2296,iShr S&P US MidCapUn,XMC,,
2298,iShr S&P USMdCpCADHG,XMH,,
2300,iShares S&P/TSX60 Un,XIU,,
2302,iShr CdnDivAristo Un,CDZ,,
2304,iShares CdnPref Un,CPD,,
2306,iShares Consumr Stpl,XST,,
2308,iShares S&P/TSX Engy,XEG,,
2310,iShares S&P/TSX Fins,XFN,,
2312,iShares S&P/TSX Tech,XIT,,
2314,iShare S&P/TSX Matrl,XMA,,
2316,iShares S&P/TSX REIT,XRE,,
2318,iShares S&P/TSX Util,XUT,,
2320,iShr S&P/TSX Cmpletn,XMD,,
2322,iShr S&P/TSX HiDivUn,XEI,,
2324,iShr SP/TSXGblBseMtl,XBM,,
2326,iShares S&P/TSX Gold,XGD,,
2328,iShr S&PTSX NA PrStk,XPF,,
2330,IShare SP/TSX SmlCap,XCS,,
2332,iShr ShDuratn HighUn,CSD,,
2334,iShares ST CdnBnd Un,XSQ,,
2336,iShr ST StratgFxd Un,XSI,,
2338,iShr Sil Bul Hdgd Un,SVR,,
2339,iShr Sil Bul Nn-Hdgd,SVR.C,,
2341,iShr US HiDiv EqtyUn,XHU,,
2343,iShare US HighDiv Eq,XHD,,
2345,iShares US HiYld Bnd,XHY,,
2347,iShr US HiYldIncm Un,CHB,,
2349,iShare US IG CorpBnd,XIG,,
2351,iShares US Small Cap,XSU,,
2353,iShare US DivGrow Un,CUD,,
2355,Ivanhoe Mines Cl A J,IVN,,
2357,Jaguar Mining Inc. J,JAG,,
2359,Jamieson Wellness,JWEL,,
2361,JFT Strategies A Un,JFS.UN,,
2363,Journey Energy Inc.,JOY,,
2365,June 2020CorpBnd 'T',CBT.UN,,
2367,Just Energy Group,JE,,
2368,Just Engy Grp 6.75Db,JE.DB.C,,
2369,Just Energy 6.75 Deb,JE.DB.D,,
2370,Just Energy 8.5Pr US,JE.PR.U,,
2372,K-Bro Linen Inc.,KBL,,
2374,Karnalyte Res J,KRN,,
2376,Katanga Mining Ltd.,KAT,,
2378,Keg Royalties Fnd Un,KEG.UN,,
2380,Kelso Technologies,KLS,,
2382,Kelt Expl Ltd. J,KEL,,
2383,Kelt Expl 5% Deb J,KEL.DB,,
2385,Kerr Mines Inc. J,KER,,
2387,Kew Media VV & Com,KEW,,
2388,Kew Media Group Wt,KEW.WT,,
2390,Keyera Corp.,KEY,,
2392,Killam Apt REIT Un J,KMP.UN,,
2394,Kinaxis Inc. J,KXS,,
2396,Kinder Morgan Cda RV,KML,,
2397,Kinder Morgan Sr1 Pr,KML.PR.A,,
2398,Kinder Morgan Sr3 Pr,KML.PR.C,,
2400,Kinross Gold Corp.,K,,
2402,Kirkland Lake Gold J,KL,,
2404,Knight Therapeutics,GUD,,
2406,KP Tissue Inc.,KPT,,
2408,Labrador Iron Ore,LIF,,
2410,Laramide Resources J,LAM,,
2412,Largo Resources J,LGO,,
2414,Lassonde Ind Cl A SV,LAS.A,,
2416,Laurentian Bk of Can,LB,,
2417,Laurentian Bk Pr 13,LB.PR.H,,
2418,Laurentian Bk Pr 15,LB.PR.J,,
2420,Leagold Mng Corp. J,LMC,,
2422,Leon's Furniture Ltd,LNF,,
2423,Leon's Furniture Db,LNF.DB,,
2425,Levon Resources J,LVN,,
2427,Liberty Gold Corp. J,LGD,,
2429,Life & Banc Split A,LBS,,
2430,Life & Banc Split Pr,LBS.PR.A,,
2432,Lightspeed POS SV,LSPD,,
2434,Linamar Corporation,LNR,,
2436,Lithium Americas J,LAC,,
2438,Loblaw Companies Ltd,L,,
2439,Loblaw Co. Ser B Pr,L.PR.B,,
2441,Logistec Corp. A MV,LGT.A,,
2442,Logistec Corp Cl B,LGT.B,,
2444,Loncor Resources J,LN,,
2446,Low Voltlty US Eq Un,LVU.UN,,
2448,Lucara Diamond J,LUC,,
2450,Lundin Gold Inc. J,LUG,,
2452,Lundin Mining Corp,LUN,,
2454,"LXRandCo, Inc. J B",LXR,,
2455,"LXRandCo, Inc. J Wt",LXR.WT,,
2457,Lydian Int'l Ord J,LYD,,
2459,Lysander-SlatrPrActv,PR,,
2461,M Split Corp. 14 Cap,XMF.A,,
2462,M Split Corp Cl 1 Pr,XMF.PR.B,,
2463,M Split Corp 14-2 Pr,XMF.PR.C,,
2465,Mackenzie CdnAggrBnd,QBB,,
2467,Mackenzie Cdn EqtyUn,QCN,,
2469,Mackenzie CdnLrgCpEq,QCE,,
2471,MackenzieCA FixdIncm,MCSB,,
2473,Mackenzie CdnSTBndE,QSB,,
2475,Mackenzie CAFxIncm E,MKB,,
2477,Mackenzie GlbFxIncmE,MGB,,
2479,Mackenzie FltgRate E,MFT,,
2481,Mackenzie IntlEq Idx,QDX,,
2483,Mackenzie IntlEq C-H,QDXH,,
2485,Mackenzie IvyGlbEq E,MIVG,,
2487,MacKenzie Master Un,MKZ.UN,,
2489,Mackenzie AlWrl NA E,MXU,,
2491,MackenzieMaxDvr AW E,MWD,,
2493,Mackenzie MaxDvrCA E,MKC,,
2495,MackenzieMaxDvrEur E,MEU,,
2497,Mackenzie EmrgMkts E,MEE,,
2499,Mackenzie MaxDvrUS E,MUS,,
2501,Mackenzie PortflComp,MPCF,,
2503,Mackenzie Uncnstrn E,MUB,,
2505,Mackenzie USBndCAD-H,QHY,,
2507,Mackenzie USCrpBnd E,QUIG,,
2509,Mackenzie USLrgCapEq,QUU,,
2511,MackenzieUS LrgCapCH,QAH,,
2513,Madison Pacific Cl B,MPC,,
2514,Madison Pacific NV C,MPC.C,,
2516,MAG Silver Corp. J,MAG,,
2518,Magellan Aerospace,MAL,,
2520,Magna Int'l Inc.,MG,,
2522,Mainstreet Equity J,MEQ,,
2524,Major Drilling Group,MDI,,
2526,Mandalay Res Corp J,MND,,
2528,Manulife Financial,MFC,,
2529,Manulife Fin Sr 2 Pr,MFC.PR.B,,
2530,Manulife Fin A Pr 3,MFC.PR.C,,
2531,Manulife Fin Sr 3 Pr,MFC.PR.F,,
2532,Manulife Fin Sr 5 Pr,MFC.PR.G,,
2533,Manulife Fin Sr 7 Pr,MFC.PR.H,,
2534,Manulife Fin Sr 9 Pr,MFC.PR.I,,
2535,Manulife Fin Sr11 Pr,MFC.PR.J,,
2536,Manulife Fin Sr13 Pr,MFC.PR.K,,
2537,Manulife Fin Sr15 Pr,MFC.PR.L,,
2538,Manulife Fin Sr17 Pr,MFC.PR.M,,
2539,Manulife Fin Sr19 Pr,MFC.PR.N,,
2540,Manulife Fin Sr21 Pr,MFC.PR.O,,
2541,Manulife Fin Sr 4 Pr,MFC.PR.P,,
2542,Manulife Fin Sr25 Pr,MFC.PR.Q,,
2543,Manulife Fin Sr23 Pr,MFC.PR.R,,
2545,Manulife FltgRtLn Un,MFR.UN,,
2547,Manulfe MltCdnLrgUnh,MCLC,,
2549,ManulfMultfCdSMID Un,MCSM,,
2551,Manulfe MltDevInt Un,MINT,,
2552,Manulfe MltDevIntUnh,MINT.B,,
2554,Manulife Emrg MktsUn,MEME.B,,
2556,Manulfe MltUSLrgCpHg,MULC,,
2557,Manulf MltUSLrgCpUnh,MULC.B,,
2559,Manulfe MultUS MidHg,MUMC,,
2560,Manulfe MultUSMdUnhg,MUMC.B,,
2562,Manulf US SmallCapUn,MUSC,,
2563,ManulfUSSmallCap U-H,MUSC.B,,
2565,Manulife US Regnl Un,MBK.UN,,
2567,Maple Leaf Foods Inc,MFI,,
2569,Marathon Gold Corp J,MOZ,,
2571,Martinrea Int'l Inc.,MRE,,
2573,MAV Beauty Brands,MAV,,
2575,Mawson Resources J,MAW,,
2577,Maxar Technologies,MAXR,,
2579,Maxim Power Corp.,MXG,,
2581,Maya Gold & Silvr J,MYA,,
2583,MBN Corporation Eqty,MBN,,
2585,MCAN Mortgage Corp.,MKP,,
2587,McCoy Global Inc.,MCB,,
2589,McEwen Mining Inc. J,MUX,,
2591,Mediagrif Interactv,MDF,,
2593,Medical Facilities,DR,,
2594,Medical Fac 5.9% Deb,DR.DB.A,,
2596,Medicenna Therapeu J,MDNA,,
2598,MEG Energy Corp.,MEG,,
2600,Mega Uranium Ltd. J,MGA,,
2602,Melcor Developments,MRD,,
2604,Melcor REIT 5.5 Deb,MR.DB,,
2605,Melcor REIT 5.25% Db,MR.DB.A,,
2606,Melcor REIT Un,MR.UN,,
2608,Methanex Corporation,MX,,
2610,Metro Inc.,MRU,,
2612,Microbix Biosystms J,MBX,,
2614,Midas Gold Corp. J,MAX,,
2616,Middlefld AmerCoreUn,ACZ,,
2618,Middlefld Can-Glb Un,RCO.UN,,
2620,Middlefield HealthUn,HWF,,
2622,Middlefld Hlth&LfeUn,LS,,
2624,Middlefld REIT INDX+,IDR,,
2626,Minco Silver Corp J,MSV,,
2628,MINT Incme Fnd Tr Un,MID.UN,,
2630,Minto Apart REIT Un,MI.UN,,
2632,Mogo Finance Tech J,MOGO,,
2633,Mogo Fin Tech J Deb,MOGO.DB,,
2635,MolsonCoors Cda A LV,TPX.A,,
2636,MolsonCoors Cda B NV,TPX.B,,
2638,Monarch Gold Corp J,MQR,,
2640,Moneda LatAm CorpBnd,MLD.UN,,
2642,Moneta Porcupine J,ME,,
2644,Morguard Corporation,MRC,,
2646,Morgaurd NA Rl 4.5Db,MRG.DB.A,,
2647,Morguard NA REIT UN,MRG.UN,,
2649,Morguard REIT 4.5Deb,MRT.DB,,
2650,Morguard Real Est Un,MRT.UN,,
2652,Morneau Shepell Inc.,MSI,,
2653,Morneau Shepl 4.75Db,MSI.DB.A,,
2655,Mountain Province J,MPVD,,
2657,MTY Food Group Inc.,MTY,,
2659,Mullen Group Ltd.,MTL,,
2660,Mullen Group Ltd Deb,MTL.DB,,
2662,Nat'l Bank of Canada,NA,,
2663,Nat'l Bank Ser 36 Pr,NA.PR.A,,
2664,Nat'l Bank Ser 38 Pr,NA.PR.C,,
2665,Nat'l Bank Ser 40 Pr,NA.PR.E,,
2666,Nat'l Bank Ser 42 Pr,NA.PR.G,,
2667,Nat'l Bank Ser 30 Pr,NA.PR.S,,
2668,Nat'l Bank Ser 32 Pr,NA.PR.W,,
2669,Nat'l Bank Ser 34 Pr,NA.PR.X,,
2671,NBI ActvCdnPrShr Un,NPRF,,
2673,NBI Cdn FamilyBusnss,NFAM,,
2675,NBI GlblRl AssetIncm,NREA,,
2677,NBI Liquid Alternatv,NALT,,
2679,NDX Growth&Incm A Un,NGI.UN,,
2681,Nemaska Lithium Inc.,NMX,,
2682,Nemaska Lithium Wt,NMX.WT,,
2684,Neo Perform Material,NEO,,
2686,Neovasc Inc. J,NVCN,,
2688,Neptune WellSolutn J,NEPT,,
2690,Nevada Copper Corp J,NCU,,
2692,New Gold Inc.,NGD,,
2694,New Look Vision J,BCI,,
2696,New Millenm Iron J,NML,,
2698,Newgrowth Cl A Cap,NEW.A,,
2699,Newgrowth Corp. Pr 3,NEW.PR.D,,
2701,Newmont Goldcorp,NGT,,
2703,Nexa Resources S.A.,NEXA,,
2705,NexGen Energy Ltd. J,NXE,,
2707,NexJ Systems Inc. J,NXJ,,
2709,NextSource Materl J,NEXT,,
2711,NFI Group Inc.,NFI,,
2713,NGEx Resources Inc J,NGQ,,
2715,Nickel CrkPlatinum J,NCP,,
2717,Nighthawk Gold J,NHK,,
2719,NioCorp Dev Ltd. J,NB,,
2721,Noranda Incm PriorUn,NIF.UN,,
2723,Norbord Inc.,OSB,,
2725,N.A. Construction,NOA,,
2726,N.A. Constr 5.5% Deb,NOA.DB,,
2727,N.A. Constr 5% Deb,NOA.DB.A,,
2729,NA Fin 15 Split A,FFN,,
2730,NA Fin 15 Split 2 Pr,FFN.PR.A,,
2732,N.A. Palladium Ltd.,PDL,,
2734,Nth American Pref Un,NPF.UN,,
2736,Northcliff Res Ltd J,NCF,,
2738,Nthrn Dynasty Min J,NDM,,
2739,Nthrn Dynasty Wt J A,NDM.WT.A,,
2740,Nthrn Dynasty Wt J B,NDM.WT.B,,
2742,Northland Power Inc.,NPI,,
2743,Northland Pwr 4.75Db,NPI.DB.C,,
2744,Northland Pwr Pr 1,NPI.PR.A,,
2745,Northland Pwr Pr 2,NPI.PR.B,,
2746,Northland Pwr Pr 3,NPI.PR.C,,
2748,Nthview Apt REIT Db,NVU.DB,,
2749,Nthview Apt REIT Un,NVU.UN,,
2751,NW Healthcare Deb,NWH.DB,,
2752,NW Healthcare7.25%Db,NWH.DB.C,,
2753,NW Healthcare 5.5%Db,NWH.DB.D,,
2754,NW Healthcare31JulDB,NWH.DB.E,,
2755,NW Healthcare31DecDB,NWH.DB.F,,
2756,NW Healthcare 2023Db,NWH.DB.G,,
2757,NW Healthcare Un,NWH.UN,,
2759,NorZinc Ltd. J,NZC,,
2761,NovaGold Resources J,NG,,
2763,Nutrien Ltd.,NTR,,
2765,NuVista Energy Ltd.,NVA,,
2767,Nuvo Pharmaceuticals,NRI,,
2769,NXT Energy Solutn J,SFD,,
2771,Obsidian Energy Ltd,OBE,,
2773,OceanaGold Corp.,OGC,,
2775,OCP Credit Stgy Un,OCS.UN,,
2777,OCP Senior Credit Un,OSL.UN,,
2779,Olympia Fin Group,OLY,,
2781,Oncolytics Biotech,ONC,,
2782,Oncolytic Biotech Wt,ONC.WT,,
2784,ONE Global Eqty Un,ONEQ,,
2786,ONE NA Core+ Bond Un,ONEB,,
2788,Onex Corporation SV,ONEX,,
2790,Open Text Corp,OTEX,,
2792,Opsens Inc. J,OPS,,
2794,Optiva Inc. J SV,OPT,,
2796,Orbit Garant Drill,OGD,,
2798,Orla Mining Ltd. J,OLA,,
2800,Orocobre Ltd. Ord J,ORL,,
2802,Orosur Mining Inc.,OMI,,
2804,Orvana Minerals J,ORV,,
2806,Oryx Pete Corp. J,OXC,,
2808,Osisko Gld Royalty,OR,,
2809,Osisko Gld Rlty 4%Db,OR.DB,,
2810,Osisko Gold Rlty Wt,OR.WT,,
2812,Osisko Mining Inc. J,OSK,,
2814,Painted Pony Engy J,PONY,,
2816,Pan American Silver,PAAS,,
2818,Paramount Res Cl A,POU,,
2820,Parex Resources J,PXT,,
2822,Park Lawn Corp.,PLC,,
2824,Parkland Fuel Corp.,PKI,,
2826,Partners REIT Un,PAR.UN,,
2828,Partners Val AA Pr 6,PVS.PR.D,,
2829,Partners Val AA Pr 7,PVS.PR.E,,
2830,Partners Val AA Pr 8,PVS.PR.F,,
2831,Partners Val AA Pr 9,PVS.PR.G,,
2833,Pason Systems Inc.,PSI,,
2835,Pathfinder Income Un,PCD.UN,,
2837,Patriot One Tech J,PAT,,
2838,Patriot OneTech J Wt,PAT.WT,,
2839,Patriot 1Tech J Wt A,PAT.WT.A,,
2840,Patriot 1Tech J Wt B,PAT.WT.B,,
2841,Patriot 1Tech J Wt C,PAT.WT.C,,
2843,Pattern Energy Grp A,PEGI,,
2845,Pembina Pipeline,PPL,,
2846,Pembina Pipe Pr 21,PPL.PF.A,,
2847,Pembina Pipe Sr 1 Pr,PPL.PR.A,,
2848,Pembina Pipe Sr 3 Pr,PPL.PR.C,,
2849,Pembina Pipe Sr 5 Pr,PPL.PR.E,,
2850,Pembina Pipe Sr 7 Pr,PPL.PR.G,,
2851,Pembina Pipe Sr 9 Pr,PPL.PR.I,,
2852,Pembina Pipe Pr 11,PPL.PR.K,,
2853,Pembina Pipe Pr 13,PPL.PR.M,,
2854,Pembina Pipe Pr 15,PPL.PR.O,,
2855,Pembina Pipe Pr 17,PPL.PR.Q,,
2856,Pembina Pipe Pr 19,PPL.PR.S,,
2858,Pengrowth Energy,PGF,,
2860,Perpetual Energy Inc,PMT,,
2862,Perseus Mining Ord J,PRU,,
2864,Petrus Resources J,PRQ,,
2866,Peyto Expl & Dev,PEY,,
2868,PFB Corporation,PFB,,
2870,Photon Control Inc.,PHO,,
2872,PHX Energy Services,PHX,,
2874,Picton Mahoney A Un,PMB.UN,,
2876,PIMCO Gbl IncmOpp Un,PGI.UN,,
2878,PIMCO Glbl ShrtCda,PMNT,,
2880,PIMCO InvGrdCreditCA,IGCF,,
2882,PIMCO LwDuratnMoIncm,PLDI,,
2884,PIMCO MthlyIncmETFUn,PMIF,,
2885,PIMCO Mthly Incm US,PMIF.U,,
2887,Pine Cliff Energy J,PNE,,
2889,Pinetree Capital J,PNP,,
2891,Pinnacle RenewblEngy,PL,,
2893,Pivot Tech Solutn J,PTG,,
2895,Pizza Pizza Royalty,PZA,,
2897,Platinum Grp Metal J,PTM,,
2898,Platinum Grp J Wt US,PTM.WT.U,,
2900,Plaza RetailTr 5.1Db,PLZ.DB.E,,
2901,Plaza Retail REIT Un,PLZ.UN,,
2903,Points Int'l Ltd. J,PTS,,
2905,Polaris Infras J,PIF,,
2907,Pollard Banknote Ltd,PBL,,
2909,Polymet Mining J,POM,,
2910,Polymet Mining Rt J,POM.RT,,
2912,Posera Ltd. J,PAY,,
2914,Postmedia Ntwrk C J,PNC.A,,
2915,Postmedia Ntwrk VV J,PNC.B,,
2917,Power Corp of Cda SV,POW,,
2918,Power Corp 5.6% Pr A,POW.PR.A,,
2919,Power Corp 5.35% Pr,POW.PR.B,,
2920,Power Corp 5.80% Pr,POW.PR.C,,
2921,Power Corp 5.00% Pr,POW.PR.D,,
2922,Power Corp Part. Pr,POW.PR.E,,
2923,Power Corp Sr861stPr,POW.PR.F,,
2924,Power Corp 5.6% Pr G,POW.PR.G,,
2926,Power Financial Corp,PWF,,
2927,Power Financial Pr A,PWF.PR.A,,
2928,Power Financial Pr D,PWF.PR.E,,
2929,Power Fin 5.25% Pr E,PWF.PR.F,,
2930,Power Fin 5.90% Pr F,PWF.PR.G,,
2931,Power Fin 5.75% Pr H,PWF.PR.H,,
2932,Power Fin 6% Pr I,PWF.PR.I,,
2933,Power Fin 4.95% Pr K,PWF.PR.K,,
2934,Power Fin 5.10% Pr L,PWF.PR.L,,
2935,Power Fin 5.80% Pr O,PWF.PR.O,,
2936,Power Fin 4.40% Pr P,PWF.PR.P,,
2937,Power Financial Pr Q,PWF.PR.Q,,
2938,Power Fin 5.50% Pr R,PWF.PR.R,,
2939,Power Fin 4.80% Pr S,PWF.PR.S,,
2940,Power Fin 4.20% Pr T,PWF.PR.T,,
2941,Power Fin 5.15% Pr V,PWF.PR.Z,,
