Index,Company,Symbol,Price,Sector,Industry,NAICS,Beta,PE,EPS
663,,BCOW,,,,,,,
664,,BCpA,,,,,,,
665,,BCpB,,,,,,,
666,,BCPC,,,,,,,
667,,BCpC,,,,,,,
668,,BCRX,,,,,,,
669,,BCS,,,,,,,
670,,BCSF,,,,,,,
671,,BCTF,,,,,,,
672,,BCV,,,,,,,
673,,BCVpA,,,,,,,
674,,BCX,,,,,,,
675,,BCYC,,,,,,,
676,,BDC,,,,,,,
677,,BDCS,,,,,,,
678,,BDCZ,,,,,,,
679,,BDGE,,,,,,,
680,,BDJ,,,,,,,
681,,BDL,,,,,,,
682,,BDN,,,,,,,
683,,BDR,,,,,,,
684,,BDSI,,,,,,,
685,,BDTX,,,,,,,
686,,BDX,,,,,,,
687,,BDXB,,,,,,,
688,,BE,,,,,,,
689,,BEAM,,,,,,,
690,,BEAT,,,,,,,
691,,BECN,,,,,,,
692,,BEDU,,,,,,,
693,,BELFA,,,,,,,
694,,BELFB,,,,,,,
695,,BEN,,,,,,,
696,,BEP,,,,,,,
697,,BEPpA,,,,,,,
698,,BERY,,,,,,,
699,,BEST,,,,,,,
700,,BF.A,,,,,,,
701,,BF.B,,,,,,,
702,,BFAM,,,,,,,
703,,BFC,,,,,,,
704,,BFIN,,,,,,,
705,,BFK,,,,,,,
706,,BFL,,,,,,,
707,,BFO,,,,,,,
708,,BFRA,,,,,,,
709,,BFS,,,,,,,
710,,BFSpD,,,,,,,
711,,BFSpE,,,,,,,
712,,BFST,,,,,,,
713,,BFY,,,,,,,
714,,BFYT,,,,,,,
715,,BFZ,,,,,,,
716,,BG,,,,,,,
717,,BGB,,,,,,,
718,,BGCP,,,,,,,
719,,BGFV,,,,,,,
720,,BGG,,,,,,,
721,,BGH,,,,,,,
722,,BGI,,,,,,,
723,,BGIO,,,,,,,
724,,BGNE,,,,,,,
725,,BGR,,,,,,,
726,,BGS,,,,,,,
727,,BGSF,,,,,,,
728,,BGT,,,,,,,
729,,BGX,,,,,,,
730,,BGY,,,,,,,
731,,BH,,,,,,,
732,,BH.A,,,,,,,
733,,BHAT,,,,,,,
734,,BHB,,,,,,,
735,,BHC,,,,,,,
736,,BHE,,,,,,,
737,,BHF,,,,,,,
738,,BHFAL,,,,,,,
739,,BHFAO,,,,,,,
740,,BHFAP,,,,,,,
741,,BHK,,,,,,,
742,,BHLB,,,,,,,
743,,BHP,,,,,,,
744,,BHR,,,,,,,
745,,BHRpB,,,,,,,
746,,BHRpD,,,,,,,
747,,BHTG,,,,,,,
748,,BHV,,,,,,,
749,,BHVN,,,,,,,
750,,BIDU,,,,,,,
751,,BIF,,,,,,,
752,,BIG,,,,,,,
753,,BIIB,,,,,,,
754,,BILI,,,,,,,
755,,BILL,,,,,,,
756,,BIMI,,,,,,,
757,,BIO,,,,,,,
758,,BIO.B,,,,,,,
759,,BIOC,,,,,,,
760,,BIOL,,,,,,,
761,,BIOX,,,,,,,
762,,BIP,,,,,,,
763,,BIPC,,,,,,,
764,,BIT,,,,,,,
765,,BITA,,,,,,,
766,,BJ,,,,,,,
767,,BJRI,,,,,,,
768,,BK,,,,,,,
769,,BKCC,,,,,,,
770,,BKD,,,,,,,
771,,BKE,,,,,,,
772,,BKEP,,,,,,,
773,,BKEPP,,,,,,,
774,,BKH,,,,,,,
775,,BKI,,,,,,,
776,,BKK,,,,,,,
777,,BKN,,,,,,,
778,,BKNG,,,,,,,
779,,BKpC,,,,,,,
780,,BKR,,,,,,,
781,,BKSC,,,,,,,
782,,BKT,,,,,,,
783,,BKTI,,,,,,,
784,,BKU,,,,,,,
785,,BKYI,,,,,,,
786,,BL,,,,,,,
787,,BLBD,,,,,,,
788,,BLCM,,,,,,,
789,,BLD,,,,,,,
790,,BLDP,,,,,,,
791,,BLDR,,,,,,,
792,,BLE,,,,,,,
793,,BLFS,,,,,,,
794,,BLIN,,,,,,,
795,,BLK,,,,,,,
796,,BLKB,,,,,,,
797,,BLL,,,,,,,
798,,BLMN,,,,,,,
799,,BLNK,,,,,,,
800,,BLPH,,,,,,,
801,,BLRX,,,,,,,
802,,BLU,,,,,,,
803,,BLUE,,,,,,,
804,,BLW,,,,,,,
805,,BLX,,,,,,,
806,,BMA,,,,,,,
807,,BMCH,,,,,,,
808,,BME,,,,,,,
809,,BMEZ,,,,,,,
810,,BMI,,,,,,,
811,,BMLP,,,,,,,
812,,BMLpG,,,,,,,
813,,BMLpH,,,,,,,
814,,BMLpJ,,,,,,,
815,,BMLpL,,,,,,,
816,,BMO,,,,,,,
817,,BMRA,,,,,,,
818,,BMRC,,,,,,,
819,,BMRG,,,,,,,
820,,BMRG.U,,,,,,,
821,,BMRN,,,,,,,
822,,BMTC,,,,,,,
823,,BMY,,,,,,,
824,,BNED,,,,,,,
825,,BNFT,,,,,,,
826,,BNGO,,,,,,,
827,,BNKD,,,,,,,
828,,BNKO,,,,,,,
829,,BNKU,,,,,,,
830,,BNKZ,,,,,,,
831,,BNS,,,,,,,
832,,BNSO,,,,,,,
833,,BNTC,,,,,,,
834,,BNTX,,,,,,,
835,,BNY,,,,,,,
836,,BOCH,,,,,,,
837,,BOE,,,,,,,
838,,BOH,,,,,,,
839,,BOKF,,,,,,,
840,,BOKFL,,,,,,,
841,,BOMN,,,,,,,
842,,BOOM,,,,,,,
843,,BOOT,,,,,,,
844,,BORR,,,,,,,
845,,BOSC,,,,,,,
846,,BOTJ,,,,,,,
847,,BOX,,,,,,,
848,,BOXL,,,,,,,
849,,BP,,,,,,,
850,,BPFH,,,,,,,
851,,BPMC,,,,,,,
852,,BPMP,,,,,,,
853,,BPOP,,,,,,,
854,,BPOPM,,,,,,,
855,,BPOPN,,,,,,,
856,,BPRN,,,,,,,
857,,BPT,,,,,,,
858,,BPTH,,,,,,,
859,,BPY,,,,,,,
860,,BPYPN,,,,,,,
861,,BPYPO,,,,,,,
862,,BPYPP,,,,,,,
863,,BPYU,,,,,,,
864,,BPYUP,,,,,,,
865,,BQH,,,,,,,
866,,BR,,,,,,,
867,,BRBR,,,,,,,
868,,BRBS,,,,,,,
869,,BRC,,,,,,,
870,,BREW,,,,,,,
871,,BRFS,,,,,,,
872,,BRG,,,,,,,
873,,BRGpA,,,,,,,
874,,BRGpC,,,,,,,
875,,BRGpD,,,,,,,
876,,BRID,,,,,,,
877,,BRK.A,,,,,,,
878,,BRK.B,,,,,,,
879,,BRKL,,,,,,,
880,,BRKR,,,,,,,
881,,BRKS,,,,,,,
882,,BRMK,,,,,,,
883,,BRN,,,,,,,
884,,BRO,,,,,,,
885,,BROG,,,,,,,
886,,BRP,,,,,,,
887,,BRPA,,,,,,,
888,,BRPAU,,,,,,,
889,,BRQS,,,,,,,
890,,BRT,,,,,,,
891,,BRX,,,,,,,
892,,BRY,,,,,,,
893,,BSAC,,,,,,,
894,,BSBK,,,,,,,
895,,BSBR,,,,,,,
896,,BSD,,,,,,,
897,,BSE,,,,,,,
898,,BSET,,,,,,,
899,,BSGM,,,,,,,
900,,BSIG,,,,,,,
901,,BSL,,,,,,,
902,,BSM,,,,,,,
903,,BSMX,,,,,,,
904,,BSQR,,,,,,,
905,,BSRR,,,,,,,
906,,BST,,,,,,,
907,,BSTC,,,,,,,
908,,BSTZ,,,,,,,
909,,BSVN,,,,,,,
910,,BSX,,,,,,,
911,,BSXpA,,,,,,,
912,,BTA,,,,,,,
913,,BTAI,,,,,,,
914,,BTE,,,,,,,
915,,BTG,,,,,,,
916,,BTI,,,,,,,
917,,BTN,,,,,,,
918,,BTO,,,,,,,
919,,BTT,,,,,,,
920,,BTU,,,,,,,
921,,BTZ,,,,,,,
922,,BUD,,,,,,,
923,,BUI,,,,,,,
924,,BURL,,,,,,,
925,,BUSE,,,,,,,
926,,BV,,,,,,,
927,,BVN,,,,,,,
928,,BVXV,,,,,,,
929,,BW,,,,,,,
930,,BWA,,,,,,,
931,,BWAY,,,,,,,
932,,BWB,,,,,,,
933,,BWEN,,,,,,,
934,,BWFG,,,,,,,
935,,BWG,,,,,,,
936,,BWL.A,,,,,,,
937,,BWMX,,,,,,,
938,,BWXT,,,,,,,
939,,BX,,,,,,,
940,,BXC,,,,,,,
